ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Origin
369,99.2395,97135,0.427,100,97135,32159,32148,0.4272,Drosophila
370,116.0859,97048,0.4171,99.9959,97044,32540,32484,0.4166,Drosophila
371,100.0718,96631,0.437,100,96631,32234,32251,0.4368,Drosophila
372,95.2732,95952,0.4341,96.5483,92640,30126,30134,0.4324,Drosophila
373,101.2194,95509,0.4054,100,95509,31910,31924,0.4049,Drosophila
374,100.0578,94866,0.4268,100,94866,31657,31647,0.4275,Drosophila
375,105.5014,94606,0.4074,100,94606,32414,32459,0.4039,Drosophila
376,116.3375,93730,0.3986,100,93730,33063,33352,0.3933,Drosophila
377,100.544,92965,0.4469,100,92965,31156,31164,0.4475,Drosophila
378,100.2853,92348,0.4106,100,92348,30667,30654,0.411,Drosophila
379,129.7027,92114,0.419,100,92114,33919,33773,0.4148,Drosophila
380,112.9522,91891,0.4195,99.9706,91864,31271,31187,0.4192,Drosophila
381,170.5967,90765,0.3807,100,90765,34296,34539,0.3793,Drosophila
382,125.7378,90684,0.3948,100,90684,36063,36169,0.4046,Drosophila
383,104.7068,90419,0.4345,100,90419,31385,31382,0.4304,Drosophila
384,105.7714,88875,0.4103,100,88875,30144,30130,0.4088,Drosophila
385,19.556,88748,0.5261,99.9707,88722,5786,5786,0.5263,Escherichia
386,100.5055,88217,0.4167,100,88217,29477,29465,0.4182,Drosophila
387,139.1258,88202,0.4326,100,88202,36543,36349,0.4363,Drosophila
388,116.6239,88178,0.4234,100,88178,30582,30637,0.4184,Drosophila
389,228.2927,87205,0.4518,100,87205,41258,41891,0.448,Drosophila
390,101.8079,87178,0.4632,100,87178,29181,29194,0.4624,Drosophila
391,100.4676,86687,0.4328,100,86687,29199,29110,0.4329,Drosophila
392,100.0006,85928,0.379,100,85928,28646,28660,0.3784,Drosophila
393,103.088,85860,0.391,100,85860,29519,29525,0.3919,Drosophila
394,101.6756,85592,0.4403,100,85592,28147,28221,0.4402,Drosophila
395,108.4813,84232,0.4093,99.9964,84229,29474,29431,0.4109,Drosophila
396,100.2514,84053,0.4369,99.9988,84052,28070,28064,0.4374,Drosophila
397,103.7059,82887,0.4633,99.4873,82462,27470,27497,0.4644,Drosophila
398,99.2483,82654,0.4571,100,82654,27349,27360,0.4563,Drosophila
399,113.0666,81539,0.4103,99.8577,81423,27691,27611,0.4096,Drosophila
400,101.0295,81022,0.4522,100,81022,27007,27030,0.4531,Drosophila
401,113.9205,80889,0.4048,98.9652,80052,29804,29848,0.41,Drosophila
402,100.3299,80796,0.4433,100,80796,27029,27040,0.4436,Drosophila
403,101.7665,80606,0.4068,100,80606,26762,26820,0.4067,Drosophila
404,101.5253,79660,0.4054,100,79660,26618,26508,0.4058,Drosophila
405,99.4109,79478,0.4285,100,79478,26364,26341,0.4292,Drosophila
406,126.3225,79338,0.4369,99.9584,79305,31361,31325,0.4456,Drosophila
407,233.3507,78071,0.3477,100,78071,28699,28462,0.3458,Drosophila
408,105.9179,78061,0.4047,99.64,77780,25705,25724,0.4044,Drosophila
409,98.2713,78012,0.4622,98.1464,76566,25401,25372,0.4643,Drosophila
410,100.1898,77649,0.4536,100,77649,25955,25928,0.4542,Drosophila
411,115.0345,76550,0.3559,99.8785,76457,26757,26691,0.3613,Drosophila
412,100.1325,76416,0.4455,99.949,76377,25519,25505,0.4468,Drosophila
413,103.337,76279,0.4154,99.983,76266,25484,25483,0.4152,Drosophila
414,118.3707,76218,0.437,100,76218,30065,30021,0.4292,Drosophila
415,101.7406,76198,0.4367,100,76198,25804,25828,0.4369,Drosophila
416,218.7769,74479,0.3621,100,74479,30860,31085,0.358,Drosophila
417,100.5101,74292,0.4313,100,74292,24894,24901,0.4316,Drosophila
418,120.8751,73899,0.4655,100,73899,29565,29577,0.4533,Drosophila
419,99.1736,73613,0.441,100,73613,24335,24354,0.4417,Drosophila
420,312.6424,73441,0.379,100,73441,46607,47011,0.4281,Drosophila
421,493.7687,73406,0.3974,100,73406,33873,33583,0.3742,Drosophila
422,127.1511,72689,0.4258,100,72689,27879,27861,0.4339,Drosophila
423,100.494,72323,0.3985,100,72323,24058,24041,0.3984,Drosophila
424,169.0332,71819,0.4307,100,71819,26582,26883,0.4241,Drosophila
425,104.652,71498,0.45,100,71498,24868,24705,0.449,Drosophila
426,108.6187,70338,0.408,99.5778,70041,23760,23702,0.4078,Drosophila
427,101.6261,70298,0.4077,100,70298,23470,23459,0.4074,Drosophila
428,107.2661,69924,0.4455,100,69924,23747,23741,0.4459,Drosophila
429,102.984,69613,0.4525,100,69613,23742,23745,0.4524,Drosophila
430,107.0723,68833,0.4391,99.9826,68821,22860,22862,0.4398,Drosophila
431,108.553,68663,0.445,100,68663,23402,23310,0.4424,Drosophila
432,102.1258,69271,0.4161,100,69271,22835,22920,0.4137,Drosophila
433,110.549,66943,0.4323,99.9821,66931,23557,23569,0.422,Drosophila
434,99.9368,65808,0.4071,99.9954,65805,21934,21930,0.4079,Drosophila
435,108.1548,65263,0.4026,100,65263,23392,23411,0.405,Drosophila
436,734.3516,64858,0.4234,100,64858,130957,134218,0.3589,Drosophila
437,104.698,64723,0.3744,100,64723,21656,21616,0.3749,Drosophila
438,100.1545,63519,0.4066,100,63519,21216,21211,0.407,Drosophila
439,420.7957,62841,0.4135,100,62841,32788,32891,0.414,Drosophila
440,103.5659,62608,0.4178,100,62608,20948,20960,0.4162,Drosophila
441,100.0174,62604,0.4298,99.1454,62069,20557,20552,0.4292,Drosophila
442,105.6789,62562,0.426,100,62562,21052,20996,0.4251,Drosophila
443,103.0635,62435,0.391,100,62435,21479,21465,0.39,Drosophila
444,242.7174,61639,0.3555,100,61639,36831,36800,0.4095,Drosophila
445,112.0092,62266,0.404,100,62266,21413,21402,0.4035,Drosophila
446,104.1209,62052,0.4351,99.9968,62050,21401,21452,0.4367,Drosophila
447,101.377,61153,0.4599,99.9984,61152,20318,20305,0.4597,Drosophila
448,99.1441,61026,0.4565,100,61026,20175,20179,0.4567,Drosophila
449,115.1939,60378,0.3858,100,60378,20423,20400,0.3877,Drosophila
450,162.2237,61591,0.3805,100,61591,31550,32538,0.4024,Drosophila
451,233.349,60120,0.4133,100,60120,27652,27508,0.4384,Drosophila
452,127.0208,59624,0.4409,100,59624,22517,22494,0.4398,Drosophila
453,102.0125,59456,0.4538,100,59456,19814,19824,0.4546,Drosophila
454,296.1622,59398,0.4002,99.9983,59397,31103,31827,0.4108,Drosophila
455,114.4253,59029,0.3943,100,59029,21637,21633,0.3959,Drosophila
456,99.7103,58888,0.434,100,58888,19581,19577,0.4338,Drosophila
457,100.132,57519,0.4147,100,57519,19200,19229,0.4145,Drosophila
458,99.4276,57217,0.4425,100,57217,18692,18695,0.443,Drosophila
459,101.8669,56784,0.4096,100,56784,19106,19123,0.4116,Drosophila
460,108.1973,55968,0.4481,100,55968,20185,20194,0.4499,Drosophila
461,107.4824,55422,0.4411,100,55422,19332,19359,0.4345,Drosophila
462,98.46,55230,0.4373,100,55230,18055,18033,0.4366,Drosophila
463,106.4198,55224,0.4101,100,55224,19589,19574,0.4168,Drosophila
464,385.9913,55090,0.3782,99.9982,55089,34470,34915,0.3866,Drosophila
465,386.5457,56083,0.3691,99.9964,56081,39171,39263,0.3692,Drosophila
466,274.5165,54994,0.4361,100,54994,22294,22343,0.4254,Drosophila
467,101.7295,54453,0.4073,100,54453,18214,18250,0.4071,Drosophila
468,100.285,54262,0.4114,100,54262,17934,17914,0.4115,Drosophila
469,125.6401,53933,0.4319,100,53933,20399,20497,0.4321,Drosophila
470,158.345,53845,0.3933,100,53845,18099,18119,0.3927,Drosophila
471,217.3233,52562,0.3839,100,52562,18040,17909,0.382,Drosophila
472,150.6758,52598,0.3953,99.9886,52592,21399,21481,0.3954,Drosophila
473,118.1403,52594,0.4341,99.8441,52512,20553,20586,0.4329,Drosophila
474,356.0789,53748,0.4178,100,53748,28897,28814,0.4428,Drosophila
475,239.6887,51981,0.3729,99.9981,51980,19902,19692,0.3704,Drosophila
476,148.4407,51729,0.3887,99.8086,51630,17181,17179,0.3961,Drosophila
477,108.4448,51650,0.4148,100,51650,17510,17737,0.4142,Drosophila
478,441.8945,51533,0.3934,99.9922,51529,31998,32872,0.395,Drosophila
479,439.6196,51283,0.369,99.9825,51274,27477,28180,0.3623,Drosophila
480,104.0298,50930,0.4304,99.9764,50918,17403,17490,0.4315,Drosophila
481,96.7886,52225,0.3991,99.9062,52176,16855,16896,0.3981,Drosophila
482,99.6099,50786,0.4213,100,50786,16905,16849,0.4218,Drosophila
483,99.9742,49598,0.4158,100,49598,16539,16472,0.4163,Drosophila
484,147.9742,49342,0.369,100,49342,19970,19678,0.3757,Drosophila
485,98.2763,49040,0.4329,98.4237,48267,15983,15964,0.4351,Drosophila
486,142.6662,48799,0.3675,100,48799,17605,17912,0.3706,Drosophila
487,142.4595,48606,0.3896,100,48606,17598,17799,0.4053,Drosophila
488,128.5894,48354,0.3918,100,48354,18089,18191,0.4014,Drosophila
489,405.1299,47852,0.3823,100,47852,29009,29817,0.3913,Drosophila
490,97.9231,51034,0.4582,100,51034,16632,16680,0.4563,Drosophila
491,116.1043,47524,0.4403,100,47524,16038,15912,0.4379,Drosophila
492,175.9542,47895,0.3636,100,47895,18863,18822,0.3579,Drosophila
493,160.5162,47184,0.3882,100,47184,15977,16018,0.3878,Drosophila
494,109.0506,46460,0.4077,100,46460,16111,16159,0.4078,Drosophila
495,133.2144,46406,0.3566,100,46406,18174,17967,0.3643,Drosophila
496,100.7116,45993,0.466,100,45993,15428,15474,0.465,Drosophila
497,201.1598,45875,0.4002,100,45875,24139,23748,0.4108,Drosophila
498,193.2787,46832,0.397,100,46832,20463,20964,0.3949,Drosophila
499,101.5906,45691,0.4519,99.2252,45337,15064,15062,0.4512,Drosophila
500,131.6311,45139,0.4553,100,45139,18522,18031,0.4539,Drosophila
501,244.7951,45021,0.422,99.9956,45019,30312,30530,0.4475,Drosophila
502,100.5161,44723,0.4186,100,44723,14849,14839,0.4196,Drosophila
503,106.6967,44536,0.3815,99.991,44532,15368,15456,0.3843,Drosophila
504,100.1271,44528,0.4291,100,44528,14623,14658,0.4297,Drosophila
505,306.0515,43775,0.402,100,43775,40139,39823,0.351,Drosophila
506,99.344,43675,0.4167,100,43675,14471,14467,0.417,Drosophila
507,286.9427,43675,0.3989,99.9908,43671,22415,22302,0.4269,Drosophila
508,102.3396,43603,0.4212,100,43603,14258,14273,0.4215,Drosophila
509,251.8604,42581,0.3748,100,42581,26577,26830,0.3778,Drosophila
510,391.9698,42337,0.4087,100,42337,35387,35537,0.385,Drosophila
511,99.597,42147,0.4026,100,42147,13998,14006,0.4033,Drosophila
512,103.0773,42082,0.4244,100,42082,14103,14081,0.4247,Drosophila
513,103.6499,42024,0.4257,100,42024,14011,14010,0.4258,Drosophila
514,106.1423,41687,0.4124,100,41687,14324,14247,0.4104,Drosophila
515,135.1468,41488,0.3965,99.918,41454,17588,17814,0.4128,Drosophila
516,321.5585,41950,0.4217,99.9976,41949,31226,31751,0.4133,Drosophila
517,100.9713,41382,0.3892,100,41382,13959,13949,0.3896,Drosophila
518,338.6063,40929,0.3965,99.5627,40750,23478,24486,0.3906,Drosophila
519,103.1455,40930,0.419,100,40930,13630,13652,0.4188,Drosophila
520,191.4346,41145,0.3801,99.9927,41142,18186,17811,0.3757,Drosophila
521,103.6464,40865,0.4144,100,40865,14208,14155,0.4192,Drosophila
522,118.7446,40626,0.3914,100,40626,13921,13967,0.3914,Drosophila
523,336.2231,40406,0.4189,100,40406,19985,19822,0.409,Drosophila
524,396.5006,42273,0.4082,100,42273,30925,30896,0.4295,Drosophila
525,95.6143,39960,0.43,97.48,38953,12636,12620,0.4307,Drosophila
526,130.455,39575,0.3323,99.9924,39572,14983,15040,0.3394,Drosophila
527,103.6257,39453,0.4141,100,39453,13267,13243,0.4138,Drosophila
528,256.3164,39505,0.3803,100,39505,21296,22054,0.3798,Drosophila
529,166.3593,39274,0.3726,100,39274,14606,14667,0.382,Drosophila
530,98.7146,39304,0.4097,100,39304,12957,12939,0.4093,Drosophila
531,114.5718,39034,0.4578,100,39034,14930,14919,0.4596,Drosophila
532,97.7008,39998,0.4166,99.9925,39995,13027,13045,0.4162,Drosophila
533,430.1166,38963,0.3362,100,38963,18791,18667,0.3336,Drosophila
534,100.2994,38625,0.4488,100,38625,12941,12929,0.4466,Drosophila
535,226.017,38083,0.4039,99.9895,38079,21546,20961,0.4396,Drosophila
536,102.7919,38114,0.4014,100,38114,12880,12887,0.4015,Drosophila
537,20.4458,38036,0.526,97.6943,37159,2527,2527,0.5235,Escherichia
538,106.8204,37962,0.443,100,37962,13432,13716,0.4447,Drosophila
539,114.7828,37683,0.42,100,37683,12750,12789,0.4185,Drosophila
540,342.7748,37704,0.4005,100,37704,33697,31929,0.4441,Drosophila
541,433.5922,37375,0.381,100,37375,18217,18289,0.3607,Drosophila
542,151.8281,37259,0.4033,100,37259,13753,13406,0.41,Drosophila
543,106.3103,36977,0.4371,100,36977,12940,12983,0.4418,Drosophila
544,219.9837,37331,0.4014,100,37331,23586,23391,0.4162,Drosophila
545,229.962,36644,0.3869,100,36644,25857,25848,0.3798,Drosophila
546,429.9086,36581,0.4227,99.3221,36333,31023,30750,0.4405,Drosophila
547,136.9548,36485,0.4284,100,36485,13051,13117,0.4198,Drosophila
548,99.8881,36446,0.4317,100,36446,12174,12128,0.4327,Drosophila
549,128.4752,36422,0.4131,100,36422,12265,12222,0.4136,Drosophila
550,107.8078,36152,0.4287,99.9945,36150,13012,12998,0.4247,Drosophila
551,116.1106,36100,0.3848,99.9889,36096,12419,12479,0.3844,Drosophila
552,164.0105,35816,0.4148,100,35816,13370,13382,0.4018,Drosophila
553,156.646,35710,0.426,99.3055,35462,15588,15631,0.4203,Drosophila
554,99.9434,35057,0.4474,100,35057,11655,11738,0.4465,Drosophila
555,281.2579,34873,0.3717,99.9885,34869,18102,17801,0.3696,Drosophila
556,99.6955,34849,0.4072,100,34849,11587,11585,0.4065,Drosophila
557,105.2896,34732,0.4215,100,34732,12211,12186,0.4192,Drosophila
558,98.791,34658,0.434,99.9654,34646,11416,11419,0.4324,Drosophila
559,380.7527,36774,0.376,100,36774,23159,23335,0.3627,Drosophila
560,342.3847,34052,0.3839,100,34052,32878,33396,0.4861,Drosophila
561,134.9723,33951,0.4215,100,33951,14401,14582,0.4052,Drosophila
562,20.0551,33942,0.504,100,33942,2270,2270,0.5053,Escherichia
563,109.4905,33870,0.3896,100,33870,11999,12163,0.3881,Drosophila
564,125.8436,33747,0.4231,100,33747,12866,12702,0.4271,Drosophila
565,104.6548,33620,0.3693,99.997,33619,11787,11144,0.3666,Drosophila
566,630.4079,35541,0.4156,100,35541,66746,68990,0.4645,Drosophila
567,98.5335,33373,0.3849,99.988,33369,10972,10976,0.3856,Drosophila
568,98.3197,32701,0.4352,100,32701,10737,10736,0.4351,Drosophila
569,119.2998,32698,0.3735,100,32698,11087,11110,0.3742,Drosophila
570,113.5611,32566,0.4236,100,32566,10953,11084,0.4222,Drosophila
571,105.8545,32550,0.4486,98.7957,32158,11383,11405,0.4505,Drosophila
572,615.861,32085,0.4043,100,32085,40994,41100,0.3696,Drosophila
573,301.5188,31967,0.3862,99.9969,31966,29726,29780,0.3818,Drosophila
574,123.301,31749,0.4541,100,31749,11302,11339,0.4511,Drosophila
575,97.4732,31613,0.4389,97.5548,30840,10279,10275,0.4368,Drosophila
576,119.0176,31233,0.4133,99.9488,31217,10701,10664,0.4112,Drosophila
577,211.3278,31065,0.3304,100,31065,13422,13354,0.3237,Drosophila
578,349.7245,31004,0.36,100,31004,30523,30600,0.3274,Drosophila
579,146.9855,32813,0.3843,100,32813,10790,10811,0.3782,Drosophila
580,354.2481,30371,0.3975,100,30371,26776,26746,0.4066,Drosophila
581,118.7414,30343,0.4204,100,30343,11102,11083,0.4216,Drosophila
582,195.0086,29826,0.3819,100,29826,17786,17816,0.3603,Drosophila
583,485.0805,30858,0.3677,100,30858,22869,23487,0.3408,Drosophila
584,99.3929,29772,0.4097,100,29772,9876,9872,0.4113,Drosophila
585,99.3751,29750,0.4226,100,29750,9860,9867,0.4228,Drosophila
586,294.4805,29601,0.3867,99.9966,29600,24894,24849,0.3883,Drosophila
587,98.7827,29588,0.4292,100,29588,9755,9753,0.4298,Drosophila
588,153.905,29603,0.3824,100,29603,13458,13643,0.3931,Drosophila
589,117.5889,29508,0.3882,100,29508,10017,10028,0.3874,Drosophila
590,215.6529,31309,0.3616,99.9968,31308,18081,18011,0.3494,Drosophila
591,434.9194,29122,0.4044,100,29122,32914,32442,0.3994,Drosophila
592,101.6521,29245,0.4102,100,29245,9824,9798,0.4105,Drosophila
593,168.5792,29152,0.365,100,29152,14405,14731,0.3694,Drosophila
594,431.2864,29022,0.3813,100,29022,34194,33910,0.3427,Drosophila
595,121.8541,29045,0.3944,99.9002,29016,10995,11044,0.4002,Drosophila
596,179.2074,29026,0.3786,100,29026,13555,13673,0.3773,Drosophila
597,123.3181,28967,0.4075,99.8757,28931,9595,9606,0.4056,Drosophila
598,283.7573,28521,0.4096,100,28521,18175,18551,0.3888,Drosophila
599,103.2288,28438,0.4051,99.7046,28354,9613,9624,0.4051,Drosophila
600,99.9987,28134,0.4314,97.2951,27373,9383,9366,0.4261,Drosophila
601,129.0935,28135,0.3743,99.769,28070,8720,8769,0.3932,Drosophila
602,342.6345,28098,0.4027,100,28098,16191,15861,0.421,Drosophila
603,99.0855,28038,0.425,100,28038,9277,9263,0.4253,Drosophila
604,99.5343,27994,0.4174,100,27994,9304,9288,0.4178,Drosophila
605,480.5685,27909,0.3641,99.9964,27908,11679,11526,0.3577,Drosophila
606,132.2367,27871,0.4127,100,27871,12077,11763,0.4147,Drosophila
607,97.2857,27731,0.4046,100,27731,8997,9000,0.4059,Drosophila
608,127.073,27614,0.3804,100,27614,11413,11322,0.3875,Drosophila
609,96.898,27473,0.4406,99.7052,27392,8880,8875,0.4429,Drosophila
610,864.8174,27347,0.3883,100,27347,41500,41987,0.4784,Drosophila
611,117.0428,27284,0.4181,99.9963,27283,10143,10269,0.4233,Drosophila
612,113.221,27215,0.3731,100,27215,9435,9494,0.375,Drosophila
613,179.2405,27056,0.4004,99.9963,27055,14291,14425,0.4003,Drosophila
614,371.895,27027,0.3843,100,27027,12033,11912,0.3779,Drosophila
615,155.5431,26834,0.3885,99.9925,26832,12396,12420,0.395,Drosophila
616,99.9349,26855,0.4171,100,26855,8951,8954,0.4174,Drosophila
617,257.0046,26811,0.3805,100,26811,12975,12856,0.3784,Drosophila
618,99.3502,26670,0.4166,99.97,26662,8834,8819,0.4169,Drosophila
619,188.9971,26588,0.3957,96.7166,25715,16771,16756,0.3949,Drosophila
620,100.3257,26462,0.4223,100,26462,8858,8851,0.4234,Drosophila
621,236.7665,26421,0.3955,100,26421,16798,16716,0.3915,Drosophila
622,220.8237,26334,0.3832,99.9924,26332,16441,17000,0.3948,Drosophila
623,338.7042,26309,0.4016,100,26309,20062,19870,0.4038,Drosophila
624,201.6242,26261,0.3713,100,26261,15527,15453,0.3922,Drosophila
625,339.4517,26035,0.3738,100,26035,17474,17531,0.3665,Drosophila
626,95.0559,26045,0.424,96.1336,25038,8217,8218,0.4238,Drosophila
627,121.4642,25771,0.3701,100,25771,9840,9822,0.3684,Drosophila
628,115.9535,27587,0.3661,100,27587,9141,9184,0.3653,Drosophila
629,454.8981,25694,0.3613,99.9961,25693,35873,35029,0.3422,Drosophila
630,132.4682,25640,0.3638,94.6529,24269,11086,10952,0.3718,Drosophila
631,132.2485,26011,0.3799,99.8808,25980,11217,11138,0.4104,Drosophila
632,202.9867,25390,0.3708,99.9921,25388,9909,9912,0.3734,Drosophila
633,117.8563,25390,0.407,99.9842,25386,8900,8774,0.4037,Drosophila
634,118.3906,25257,0.3861,100,25257,9377,9380,0.3917,Drosophila
635,277.8946,25126,0.4119,99.992,25124,18817,18584,0.4114,Drosophila
636,219.3612,25243,0.3654,99.9881,25240,15557,15738,0.3986,Drosophila
637,98.8495,25113,0.4236,99.8965,25087,8246,8245,0.4247,Drosophila
638,132.041,25170,0.3931,99.3206,24999,10291,10251,0.4007,Drosophila
639,159.8774,24977,0.4403,99.988,24974,9524,9523,0.4473,Drosophila
640,296.0954,24893,0.4015,99.9719,24886,19011,19216,0.4387,Drosophila
641,480.2328,27220,0.3579,100,27220,36200,36549,0.3158,Drosophila
642,117.9858,24833,0.3859,99.9919,24831,9363,9359,0.3894,Drosophila
643,191.0643,24681,0.4162,99.9959,24680,12633,12489,0.413,Drosophila
644,172.5984,24699,0.3878,100,24699,11266,11172,0.388,Drosophila
645,396.6194,24668,0.3772,99.9959,24667,16353,16857,0.3825,Drosophila
646,146.5052,24678,0.402,99.8784,24648,12248,11701,0.3908,Drosophila
647,417.7654,24481,0.4097,100,24481,27124,27519,0.4289,Drosophila
648,201.0202,24353,0.3962,100,24353,11724,11896,0.4026,Drosophila
649,144.2198,23820,0.388,99.2149,23633,10970,11008,0.385,Drosophila
650,97.6761,23868,0.3888,100,23868,7773,7785,0.3901,Drosophila
651,161.1,23832,0.4127,99.9958,23831,11617,11590,0.4291,Drosophila
652,198.1383,23765,0.3617,99.9874,23762,10096,10892,0.3504,Drosophila
653,92.7697,23706,0.4399,99.4094,23566,7326,7341,0.4413,Drosophila
654,201.5684,23721,0.386,99.9916,23719,15011,14975,0.3696,Drosophila
655,136.1679,23401,0.4156,99.124,23196,9330,9332,0.4101,Drosophila
656,336.7303,23443,0.3932,100,23443,19896,20262,0.4046,Drosophila
657,160.193,24116,0.3943,100,24116,11965,11955,0.3963,Drosophila
658,288.8526,23216,0.4167,100,23216,15741,15575,0.4115,Drosophila
659,102.1863,23171,0.4162,100,23171,7932,7925,0.4161,Drosophila
660,200.5021,23108,0.3873,100,23108,12878,13040,0.3805,Drosophila
661,99.3214,23016,0.4788,100,23016,7634,7615,0.4798,Drosophila
662,501.3571,24178,0.3805,100,24178,37677,40328,0.429,Drosophila
663,306.0689,22970,0.406,100,22970,19979,20551,0.4413,Drosophila
664,98.3877,22803,0.4967,100,22803,7489,7479,0.4993,Drosophila
665,107.8448,22789,0.4092,99.9693,22782,8219,8192,0.4088,Drosophila
666,224.6486,24561,0.3762,99.9756,24555,14850,14899,0.3823,Drosophila
667,283.1223,22553,0.3625,100,22553,18952,19094,0.3539,Drosophila
668,393.1648,22566,0.404,99.9956,22565,26850,27451,0.5024,Drosophila
669,420.0434,22513,0.4221,99.96,22504,24854,25365,0.3755,Drosophila
670,130.6609,22366,0.3763,100,22366,8532,8479,0.3739,Drosophila
671,102.0036,22365,0.4359,100,22365,7570,7546,0.4385,Drosophila
672,220.0821,22211,0.3657,98.6628,21914,13621,13444,0.3801,Drosophila
673,98.221,22218,0.4176,100,22218,7264,7258,0.4168,Drosophila
674,154.4444,22186,0.365,100,22186,10208,10689,0.3863,Drosophila
675,237.7785,21798,0.3741,99.9816,21794,12232,12279,0.3892,Drosophila
676,99.7264,21714,0.4704,100,21714,7226,7220,0.4699,Drosophila
677,236.7133,21524,0.3774,99.9954,21523,15981,16225,0.3774,Drosophila
678,190.5882,21434,0.4137,100,21434,10312,10491,0.4092,Drosophila
679,321.8185,24630,0.3743,100,24630,21265,21467,0.3663,Drosophila
680,104.3355,20969,0.3998,100,20969,7084,7105,0.3991,Drosophila
681,110.3784,20817,0.3619,99.9664,20810,7482,7469,0.3652,Drosophila
682,218.2328,20840,0.3845,99.9808,20836,15151,14857,0.3767,Drosophila
683,98.9606,20822,0.4661,100,20822,6874,6874,0.4689,Drosophila
684,170.1705,20793,0.3781,99.394,20667,10948,10952,0.3749,Drosophila
685,244.7009,20759,0.3801,100,20759,15966,15799,0.3663,Drosophila
686,353.651,20706,0.3925,100,20706,21586,21861,0.3936,Drosophila
687,100.8529,20632,0.4216,100,20632,6942,6948,0.4219,Drosophila
688,201.695,20455,0.3852,100,20455,10209,10348,0.371,Drosophila
689,96.9206,20529,0.4614,99.4934,20425,6626,6625,0.4612,Drosophila
690,238.168,20393,0.366,100,20393,14215,14162,0.3463,Drosophila
691,156.2271,20387,0.3408,99.9804,20383,9701,9754,0.3445,Drosophila
692,318.9006,20761,0.4587,99.9518,20751,12727,12550,0.4104,Drosophila
693,123.52,20331,0.3844,95.4011,19396,8052,8070,0.38,Drosophila
694,99.8046,20282,0.4307,100,20282,6748,6756,0.4302,Drosophila
695,249.308,20055,0.4062,99.4266,19940,16855,16564,0.422,Drosophila
696,356.8519,20194,0.4165,100,20194,22582,22214,0.4373,Drosophila
697,2243.1589,20137,0.452,100,20137,46667,46999,0.3808,Drosophila
698,395.4443,19870,0.3543,100,19870,22437,22722,0.3382,Drosophila
699,274.8034,19807,0.3888,100,19807,16747,16665,0.4007,Drosophila
700,149.1731,19830,0.3685,95.2597,18890,9391,9219,0.3492,Drosophila
701,353.2344,19790,0.3851,99.9949,19789,20662,20919,0.3763,Drosophila
702,215.6897,20065,0.3855,100,20065,13956,13778,0.3597,Drosophila
703,364.8658,19633,0.3989,100,19633,23201,22501,0.4254,Drosophila
704,125.7456,19462,0.4133,99.9897,19460,7155,7092,0.4135,Drosophila
705,160.0249,19434,0.3687,99.9434,19423,9341,9244,0.3525,Drosophila
706,203.879,19414,0.3438,100,19414,10239,10178,0.3734,Drosophila
707,123.8925,19220,0.3976,99.9948,19219,7668,7611,0.415,Drosophila
708,328.4303,19816,0.3936,100,19816,20976,19940,0.3421,Drosophila
709,237.2628,19065,0.4033,99.9738,19060,14254,14235,0.3925,Drosophila
710,206.508,20039,0.3664,100,20039,10781,10764,0.3724,Drosophila
711,145.9676,19015,0.4031,99.9895,19013,9049,9054,0.4034,Drosophila
712,455.0148,22359,0.4378,100,22359,17421,17817,0.4403,Drosophila
713,108.2156,18890,0.4634,100,18890,6820,6818,0.4536,Drosophila
714,310.8339,18714,0.3406,100,18714,18829,18861,0.3428,Drosophila
715,333.4764,19859,0.4197,100,19859,17934,17894,0.4231,Drosophila
716,151.6879,18730,0.4405,97.0048,18169,8586,8562,0.4588,Drosophila
717,100.1621,18631,0.4884,99.9463,18621,6155,6177,0.4884,Drosophila
718,115.3562,18630,0.4114,99.9946,18629,7065,7035,0.4182,Drosophila
719,120.8306,18615,0.3166,99.957,18607,7139,7150,0.3285,Drosophila
720,558.8095,18812,0.3741,100,18812,28307,28318,0.5137,Drosophila
721,191.5049,18473,0.4049,99.3883,18360,11135,11147,0.4069,Drosophila
722,261.8813,18311,0.3713,99.9891,18309,14226,14124,0.3796,Drosophila
723,157.2963,18331,0.3959,99.3017,18203,7452,7323,0.4004,Drosophila
724,227.291,18231,0.3756,99.9781,18227,9300,9329,0.3631,Drosophila
725,277.4268,18103,0.3896,100,18103,16867,16434,0.3374,Drosophila
726,272.0787,18116,0.4151,100,18116,16510,16359,0.3411,Drosophila
727,270.2758,18002,0.3555,99.5778,17926,15337,15268,0.3767,Drosophila
728,106.3219,17999,0.3696,100,17999,6083,6061,0.369,Drosophila
729,185.2419,17802,0.4032,100,17802,9260,9629,0.418,Drosophila
730,225.7209,17734,0.4074,96.9606,17195,12220,11866,0.4163,Drosophila
731,1098.3529,17667,0.3835,100,17667,62962,61350,0.3561,Drosophila
732,220.9388,17575,0.4091,100,17575,10779,10842,0.3713,Drosophila
733,303.1174,17518,0.4486,100,17518,14651,15355,0.4126,Drosophila
734,178.0673,17552,0.3755,100,17552,9736,9952,0.3896,Drosophila
735,219.9092,17544,0.3666,100,17544,9302,9417,0.3606,Drosophila
736,217.2182,17424,0.3905,100,17424,9819,9471,0.3822,Drosophila
737,354.7674,17484,0.3782,100,17484,18900,18891,0.4446,Drosophila
738,144.3147,19253,0.3718,100,19253,10308,8944,0.3945,Drosophila
