ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Origin
339,30.0142,44372,0.5353,100,44372,4440,4440,0.5357,Agrobacterium
340,124.3875,44216,0.3564,87.3575,38626,18336,18336,0.3736,Arabidopsis
341,178.4186,44233,0.345,99.9977,44232,24834,24485,0.3707,Arabidopsis
342,115.6962,43685,0.3623,100,43685,16780,16756,0.372,Arabidopsis
343,231.2406,43548,0.4215,95.3775,41535,21485,21283,0.3893,Arabidopsis
344,102.9341,44567,0.3528,100,44567,14882,14879,0.3549,Arabidopsis
345,118.4883,43950,0.3301,100,43950,16554,16529,0.3357,Arabidopsis
346,98.5169,43068,0.353,100,43068,14150,14146,0.3537,Arabidopsis
347,100.4735,43016,0.3271,99.9977,43015,14277,14276,0.3279,Arabidopsis
348,117.8066,43430,0.35,99.9977,43429,16763,16783,0.3529,Arabidopsis
349,112.9957,41357,0.3453,99.9782,41348,15518,15518,0.352,Arabidopsis
350,103.9392,40003,0.3409,99.995,40001,13744,13715,0.3434,Arabidopsis
351,116.3496,39944,0.3432,94.5974,37786,15518,15526,0.3304,Arabidopsis
352,164.6697,39695,0.3666,100,39695,15019,15075,0.3709,Arabidopsis
353,99.8166,39677,0.353,99.9748,39667,13203,13203,0.3519,Arabidopsis
354,124.001,40610,0.411,97.9562,39780,13798,13793,0.4121,Arabidopsis
355,413.6001,38860,0.3853,100,38860,21755,22014,0.3951,Arabidopsis
356,100.6187,38792,0.3467,99.9974,38791,12332,12332,0.3459,Arabidopsis
357,96.5372,38758,0.3464,97.4328,37763,12470,12470,0.3462,Arabidopsis
358,115.5154,38525,0.338,99.9974,38524,13845,13978,0.3397,Arabidopsis
359,112.1301,38162,0.3323,100,38162,13556,13547,0.3394,Arabidopsis
360,108.1515,37859,0.3488,99.9974,37858,12902,12864,0.3475,Arabidopsis
361,115.5757,37807,0.3388,99.9947,37805,14274,14245,0.3483,Arabidopsis
362,119.9718,37643,0.3444,99.9894,37639,13669,13796,0.341,Arabidopsis
363,193.8823,37403,0.338,99.9278,37376,23876,23926,0.3656,Arabidopsis
364,111.9361,37352,0.4005,97.0952,36267,13350,13347,0.4006,Arabidopsis
365,105.649,38283,0.3474,99.9896,38279,12954,12954,0.3484,Arabidopsis
366,101.1035,37119,0.3649,99.9838,37113,12501,12499,0.3658,Arabidopsis
367,100.2062,37047,0.3291,100,37047,12376,12382,0.3296,Arabidopsis
368,121.0358,37037,0.4035,99.9973,37036,14844,14834,0.4205,Arabidopsis
369,122.656,36782,0.4398,99.9973,36781,13829,13843,0.4369,Arabidopsis
370,507.7579,35856,0.4014,100,35856,17111,17017,0.3938,Arabidopsis
371,117.88,35254,0.4502,92.364,32562,13142,13120,0.4536,Arabidopsis
372,101.1033,34788,0.3724,99.9971,34787,11717,11737,0.372,Arabidopsis
373,112.975,34288,0.4133,99.9971,34287,12365,12306,0.4121,Arabidopsis
374,201.6846,34241,0.3354,100,34241,14425,14481,0.3305,Arabidopsis
375,418.0827,33781,0.4083,99.7217,33687,17747,17942,0.4003,Arabidopsis
376,93.4731,33167,0.3306,98.4322,32647,10337,10337,0.333,Arabidopsis
377,125.8161,32968,0.3749,98.5289,32483,13535,13445,0.3712,Arabidopsis
378,223.7636,32895,0.3753,99.9848,32890,21873,21840,0.3556,Arabidopsis
379,754.8942,32189,0.3894,99.9938,32187,19611,19636,0.3622,Arabidopsis
380,110.9847,31671,0.3348,100,31671,11643,11589,0.3409,Arabidopsis
381,187.9182,31471,0.3432,99.9905,31468,15231,14244,0.3456,Arabidopsis
382,95.5257,31440,0.374,92.6495,29129,10021,10032,0.3722,Arabidopsis
383,144.181,31231,0.3752,100,31231,11342,11422,0.3777,Arabidopsis
384,101.1757,31014,0.3845,99.9936,31012,10464,10468,0.3837,Arabidopsis
385,116.1255,31019,0.3267,100,31019,11586,11574,0.3297,Arabidopsis
386,153.5423,30971,0.3436,100,30971,12397,12329,0.3431,Arabidopsis
387,144.8107,30661,0.4229,100,30661,13176,13187,0.4378,Arabidopsis
388,160.4431,30660,0.405,97.7854,29981,13957,13941,0.4114,Arabidopsis
389,98.5635,30073,0.3376,99.9834,30068,9885,9882,0.3381,Arabidopsis
390,108.3517,30032,0.3616,100,30032,10747,10690,0.3625,Arabidopsis
391,136.389,29983,0.3815,96.438,28915,13514,13510,0.3968,Arabidopsis
392,115.9793,29548,0.3588,99.9966,29547,10710,10703,0.3388,Arabidopsis
393,108.6961,32685,0.3365,99.9969,32684,11600,11600,0.3302,Arabidopsis
394,108.9065,28799,0.3777,100,28799,10338,10323,0.3811,Arabidopsis
395,185.3266,28599,0.3975,99.8846,28566,13191,13219,0.391,Arabidopsis
396,82.6716,28542,0.3224,92.9858,26540,7198,7198,0.3238,Arabidopsis
397,96.2772,28476,0.3159,99.8104,28422,9140,9140,0.3144,Arabidopsis
398,100.2027,28025,0.3368,100,28025,9336,9336,0.3368,Arabidopsis
399,132.9185,28707,0.3922,99.9861,28703,12621,12660,0.4126,Arabidopsis
400,101.4596,27735,0.3563,99.9964,27734,9383,9386,0.358,Arabidopsis
401,105.8109,27719,0.3398,99.5815,27603,9727,9727,0.345,Arabidopsis
402,108.1236,27245,0.3884,100,27245,9649,9666,0.3866,Arabidopsis
403,172.7958,29317,0.3977,100,29317,12639,12657,0.4031,Arabidopsis
404,122.8899,28322,0.4119,100,28322,11566,11557,0.4156,Arabidopsis
405,95.204,27084,0.3425,94.7977,25675,8605,8610,0.3421,Arabidopsis
406,102.2132,25622,0.4277,96.2766,24668,8551,8555,0.4194,Arabidopsis
407,140.1743,25565,0.4181,99.9922,25563,10571,10601,0.4227,Arabidopsis
408,121.4058,24909,0.4236,97.2179,24216,9742,9734,0.4247,Arabidopsis
409,120.9491,24822,0.4491,99.9839,24818,9300,9339,0.4507,Arabidopsis
410,88.6047,24698,0.4164,99.9798,24693,7242,7244,0.4026,Arabidopsis
411,57.0789,24572,0.3531,59.1649,14538,4679,4679,0.298,Arabidopsis
412,103.3869,24165,0.3774,94.0948,22738,8335,8321,0.3797,Arabidopsis
413,106.0942,23765,0.3743,99.9958,23764,8207,8208,0.3747,Arabidopsis
414,121.1722,23594,0.332,98.08,23141,9518,9587,0.3563,Arabidopsis
415,107.3406,24401,0.3444,99.9754,24395,7902,7793,0.3451,Arabidopsis
416,143.9853,23192,0.4263,99.9957,23191,9645,9622,0.4188,Arabidopsis
417,98.5259,23266,0.3907,100,23266,7644,7631,0.3935,Arabidopsis
418,83.8476,23253,0.4171,85.2148,19815,6478,6473,0.4023,Arabidopsis
419,196.6799,22991,0.3522,100,22991,15098,15061,0.3525,Arabidopsis
420,2314.5449,22810,0.4034,100,22810,29645,29591,0.3849,Arabidopsis
421,119.0249,22668,0.4374,97.759,22160,8775,8757,0.4348,Arabidopsis
422,430.9167,22433,0.4142,99.9911,22431,11518,11502,0.4048,Arabidopsis
423,90.9373,23102,0.3705,91.135,21054,6976,6981,0.3696,Arabidopsis
424,59.2467,22275,0.4133,83.4478,18588,4403,4392,0.408,Arabidopsis
425,142.5483,22255,0.4107,99.9955,22254,10407,10408,0.4064,Arabidopsis
426,133.1177,22099,0.3636,98.6832,21808,9052,8933,0.3363,Arabidopsis
427,103.1126,21970,0.3347,100,21970,7544,7540,0.3377,Arabidopsis
428,93.6513,21803,0.3951,96.8399,21114,6796,6797,0.3946,Arabidopsis
429,114.4131,20819,0.3337,99.2699,20667,7746,7746,0.3395,Arabidopsis
430,159.892,20149,0.3726,99.7171,20092,10671,10828,0.3931,Arabidopsis
431,28.9055,20110,0.5339,97.7822,19664,1938,1938,0.5321,Agrobacterium
432,113.6354,20064,0.3713,97.8569,19634,7200,7200,0.3738,Arabidopsis
433,200.2949,19845,0.3159,100,19845,13249,13256,0.3172,Arabidopsis
434,1955.8992,19754,0.4028,97.2208,19205,30029,29994,0.3822,Arabidopsis
435,100.2745,18987,0.3191,100,18987,6352,6346,0.3203,Arabidopsis
436,154.6046,18320,0.3619,99.9618,18313,8047,8050,0.3881,Arabidopsis
437,3786.2515,17000,0.329,100,17000,22263,22253,0.3222,Arabidopsis
438,97.614,17902,0.3115,99.9944,17901,5823,5832,0.3105,Arabidopsis
439,112.0692,17380,0.334,98.2624,17078,6479,6501,0.328,Arabidopsis
440,96.5655,17216,0.3508,96.4103,16598,5553,5560,0.3485,Arabidopsis
441,101.5058,17533,0.4153,94.7528,16613,5927,5927,0.4206,Arabidopsis
442,149.9802,17600,0.3412,99.9886,17598,8536,8552,0.3497,Arabidopsis
443,88.6823,16839,0.3329,78.4785,13215,4979,5042,0.3409,Arabidopsis
444,515.8729,17209,0.3307,97.0132,16695,18333,18349,0.334,Arabidopsis
445,121.6312,19329,0.3711,99.9948,19328,7417,7407,0.374,Arabidopsis
446,110.5667,16034,0.3761,100,16034,5912,5912,0.3795,Arabidopsis
447,228.744,15235,0.3027,99.9869,15233,11652,11670,0.3034,Arabidopsis
448,435.1517,15081,0.4218,100,15081,10607,10609,0.3985,Arabidopsis
449,137.4577,14511,0.3966,99.9173,14499,6632,6752,0.397,Arabidopsis
450,138.2737,13920,0.3899,100,13920,6402,6414,0.375,Arabidopsis
451,113.2044,13664,0.3514,93.7061,12804,5175,5156,0.3678,Arabidopsis
452,112.9877,13386,0.3729,100,13386,5061,5035,0.3801,Arabidopsis
453,104.5135,13188,0.3871,99.9393,13180,4598,4599,0.3892,Arabidopsis
454,168.3018,13130,0.3108,100,13130,7373,7359,0.3411,Arabidopsis
455,100.1481,13092,0.3411,99.9007,13079,4371,4371,0.3431,Arabidopsis
456,112.0824,12992,0.356,99.9615,12987,4898,4822,0.3657,Arabidopsis
457,112.5911,12891,0.333,100,12891,4610,4608,0.339,Arabidopsis
458,200.1125,12636,0.3235,99.9763,12633,7868,7773,0.2963,Arabidopsis
459,196.6652,12660,0.3284,100,12660,8314,8313,0.3282,Arabidopsis
460,214.7277,12348,0.3809,70.6997,8730,8887,9125,0.3947,Arabidopsis
461,289.8998,12192,0.4076,99.9836,12190,11589,11914,0.3616,Arabidopsis
462,114.1015,12185,0.3609,99.9754,12182,4560,4560,0.3674,Arabidopsis
463,284.8857,11868,0.4106,100,11868,9783,9700,0.4026,Arabidopsis
464,117.6895,11841,0.3363,100,11841,4036,4014,0.3338,Arabidopsis
465,195.5527,11749,0.419,99.9404,11742,7594,7634,0.4631,Arabidopsis
466,193.9535,11763,0.4031,81.7649,9618,7474,7477,0.4039,Arabidopsis
467,131.0745,11671,0.3843,99.9829,11669,5093,5093,0.3969,Arabidopsis
468,82.6085,11636,0.4683,87.934,10232,3243,3198,0.4771,Arabidopsis
469,126.1562,11178,0.452,99.9821,11176,4707,4710,0.4417,Arabidopsis
470,97.8178,11033,0.3792,99.9909,11032,3598,3598,0.3798,Arabidopsis
471,135.3375,10989,0.3748,89.2074,9803,4626,4643,0.3815,Arabidopsis
472,12.7993,10847,0.4176,36.222,3929,466,466,0.4262,Arabidopsis
473,131.53,10787,0.4129,89.6542,9671,4715,4766,0.4327,Arabidopsis
474,2376.4708,12538,0.4155,100,12538,24279,24221,0.3666,Arabidopsis
475,113.8747,10506,0.3499,100,10506,4032,4010,0.3432,Arabidopsis
476,154.5456,10255,0.3548,99.9025,10245,4495,4471,0.3666,Arabidopsis
477,96.4515,9981,0.3874,99.8597,9967,3205,3215,0.3888,Arabidopsis
478,97.8122,9677,0.3532,100,9677,3159,3161,0.3555,Arabidopsis
479,99.5942,9672,0.5156,99.9586,9668,3210,3218,0.5148,Arabidopsis
480,193.6251,9594,0.3697,99.9479,9589,6193,6193,0.3725,Arabidopsis
481,97.0402,9578,0.3588,99.9478,9573,3085,3078,0.3597,Arabidopsis
482,191.9762,9319,0.3139,100,9319,5965,5965,0.3126,Arabidopsis
483,33.4954,9066,0.4244,82.3186,7463,1017,1007,0.4122,Arabidopsis
484,384.5088,8986,0.386,99.9777,8984,5051,5066,0.3781,Arabidopsis
485,84.7904,8940,0.3991,90.8389,8121,2530,2529,0.4012,Arabidopsis
486,86.5349,8866,0.3664,77.0246,6829,2459,2459,0.3808,Arabidopsis
487,126.0853,8784,0.398,100,8784,3687,3712,0.4002,Arabidopsis
488,265.4408,8748,0.465,100,8748,6300,6308,0.4565,Arabidopsis
489,96.7842,8722,0.3732,100,8722,2835,2821,0.3739,Arabidopsis
490,100.7823,8641,0.4122,78.1738,6755,2911,2911,0.415,Arabidopsis
491,128.3605,8551,0.444,68.3663,5846,3661,3692,0.4458,Arabidopsis
492,290.5231,8270,0.3942,99.9879,8269,7820,7797,0.4001,Arabidopsis
493,94.147,8278,0.4394,84.0179,6955,2603,2604,0.4302,Arabidopsis
494,27.2585,8179,0.5767,81.9416,6702,630,631,0.5673,Agrobacterium
495,141.895,8098,0.4027,95.0482,7697,3843,3849,0.4075,Arabidopsis
496,175.8141,8001,0.374,99.975,7999,4213,4233,0.374,Arabidopsis
497,202.9092,6716,0.3871,85.4675,5740,4492,4464,0.3956,Arabidopsis
498,86.1769,7812,0.4062,85.5863,6686,2245,2238,0.3962,Arabidopsis
499,80.8821,7827,0.3731,87.3643,6838,2095,2054,0.399,Arabidopsis
500,524.8994,7727,0.4126,100,7727,4389,4388,0.3612,Arabidopsis
501,60.1429,7585,0.3768,68.7146,5212,1521,1521,0.3646,Arabidopsis
502,95.1583,7498,0.3134,100,7498,2379,2379,0.3086,Arabidopsis
503,93.5786,7369,0.3462,99.8372,7357,2293,2310,0.3438,Arabidopsis
504,153.229,7361,0.3993,100,7361,3351,3350,0.3877,Arabidopsis
505,71.7479,7300,0.3407,46.9452,3427,1746,1746,0.2726,Arabidopsis
506,99.1856,7230,0.3993,100,7230,2389,2389,0.4121,Arabidopsis
507,81.8374,7170,0.3502,87.113,6246,1827,1801,0.3128,Arabidopsis
508,199.1891,7081,0.4423,100,7081,4768,4752,0.4425,Arabidopsis
509,108.1893,7010,0.4183,98.8873,6932,2465,2464,0.4157,Arabidopsis
510,174.7847,6975,0.4483,100,6975,4096,4096,0.4592,Arabidopsis
511,118.0688,7016,0.3845,100,7016,2780,2756,0.3915,Arabidopsis
512,166.3299,6951,0.4117,99.9137,6945,3908,3907,0.3981,Arabidopsis
513,431.198,6939,0.3684,99.9568,6936,4021,4009,0.3641,Arabidopsis
514,157.0217,7002,0.4319,100,7002,3522,3513,0.4542,Arabidopsis
515,166.513,6861,0.3315,86.0807,5906,3586,3586,0.336,Arabidopsis
516,201.364,6775,0.4506,100,6775,4532,4538,0.451,Arabidopsis
517,104.4267,6653,0.372,99.985,6652,2311,2310,0.3811,Arabidopsis
518,133.8685,6579,0.3694,100,6579,2954,2955,0.3681,Arabidopsis
519,103.7848,6618,0.4229,99.8187,6606,2285,2285,0.422,Arabidopsis
520,103.7582,6667,0.3529,99.94,6663,2307,2307,0.3544,Arabidopsis
521,102.992,6524,0.3409,99.9387,6520,2247,2247,0.3356,Arabidopsis
522,192.5159,6507,0.4684,100,6507,4197,4291,0.4669,Arabidopsis
523,230.3198,6497,0.4348,100,6497,5021,4927,0.4337,Arabidopsis
524,81.1265,6452,0.3796,99.0391,6390,1727,1727,0.3848,Arabidopsis
525,89.9404,6262,0.3873,83.5196,5230,1904,1907,0.3828,Arabidopsis
526,77.0989,6211,0.4268,99.8873,6204,244,246,0.3098,Arabidopsis
527,94.483,5927,0.492,100,5927,1867,1867,0.4904,Arabidopsis
528,191.06,5870,0.4314,100,5870,3751,3750,0.4302,Arabidopsis
529,1507.3483,5817,0.3142,100,5817,10584,10589,0.316,Arabidopsis
530,224.6014,5855,0.4599,100,5855,4371,4371,0.4611,Arabidopsis
531,144.6512,5782,0.4481,96.3853,5573,2781,2781,0.4548,Arabidopsis
532,1078.7141,5779,0.3478,100,5779,6396,6317,0.376,Arabidopsis
533,112.7234,5751,0.3959,88.2107,5073,2160,2186,0.4134,Arabidopsis
534,4.4141,5639,0.366,34.5097,1946,83,83,0.4796,Arabidopsis
535,1686.1258,5524,0.3811,100,5524,8963,8955,0.3761,Arabidopsis
536,204.0133,5508,0.3508,100,5508,3729,3782,0.3536,Arabidopsis
537,106.9115,5437,0.5019,60.1802,3272,1938,1945,0.5163,Arabidopsis
538,198.3162,5398,0.4491,100,5398,3576,3583,0.448,Arabidopsis
539,190.0675,5393,0.4267,99.9444,5390,3408,3441,0.4267,Arabidopsis
540,127.9745,5287,0.3705,99.9811,5286,2282,2285,0.368,Arabidopsis
541,196.226,5323,0.4356,100,5323,3500,3485,0.4363,Arabidopsis
542,318.7932,5305,0.3824,72.1772,3829,5643,5642,0.3781,Arabidopsis
543,3.7389,5304,0.4516,44.4947,2360,69,69,0.462,Arabidopsis
544,167.4138,5097,0.3214,100,5097,2831,2885,0.3163,Arabidopsis
545,188.448,5149,0.4205,100,5149,3242,3238,0.424,Arabidopsis
546,56.3645,5114,0.378,84.8651,4340,961,961,0.3797,Arabidopsis
547,10.3831,5113,0.3114,33.2095,1698,177,177,0.299,Arabidopsis
548,210.3512,5083,0.472,100,5083,3498,3522,0.473,Arabidopsis
549,96.7534,5041,0.4061,99.9405,5038,1603,1608,0.4096,Arabidopsis
550,3.0351,5041,0.4071,10.0575,507,51,51,0.3582,Arabidopsis
551,130.5598,4979,0.4483,88.0297,4383,2166,2164,0.4386,Arabidopsis
552,193.3449,4917,0.3663,100,4917,3182,3180,0.3717,Arabidopsis
553,384.7652,4907,0.2862,100,4907,6146,6149,0.2692,Arabidopsis
554,61.4988,4876,0.3241,71.5956,3491,996,996,0.3302,Arabidopsis
555,107.51,4841,0.3996,97.8723,4738,1738,1736,0.3985,Arabidopsis
556,96.1913,4805,0.421,99.8959,4800,1517,1542,0.4177,Arabidopsis
557,7.0437,4805,0.4187,56.8991,2734,110,110,0.4195,Arabidopsis
558,97.4529,4780,0.359,99.9372,4777,1553,1553,0.3557,Arabidopsis
559,121.1932,4736,0.4417,80.4054,3808,1916,1916,0.4507,Arabidopsis
560,94.2818,4687,0.4515,100,4687,1478,1474,0.4558,Arabidopsis
561,2.2567,4687,0.451,12.14,569,39,39,0.369,Arabidopsis
562,190.8926,4664,0.434,100,4664,2974,2979,0.4335,Arabidopsis
563,173.8993,4599,0.4147,80.0391,3681,2430,2388,0.4091,Arabidopsis
564,97.1207,4590,0.3941,99.9782,4589,1486,1487,0.3964,Arabidopsis
565,95.1693,4578,0.3903,100,4578,1463,1454,0.3914,Arabidopsis
566,120.47,5055,0.4207,100,5055,1871,1868,0.4151,Arabidopsis
567,262.6742,4552,0.3583,99.6046,4534,3986,3986,0.3593,Arabidopsis
568,0.1747,4545,0.3989,6.2706,285,3,3,0.4533,Arabidopsis
569,95.748,4540,0.391,99.9119,4536,1451,1457,0.3927,Arabidopsis
570,6.4335,4540,0.3927,32.1586,1460,107,93,0.3476,Arabidopsis
571,86.2259,4532,0.4265,96.9771,4395,1304,1304,0.4391,Arabidopsis
572,318.364,4530,0.4208,99.9779,4529,4827,4896,0.4214,Arabidopsis
573,42.2612,4510,0.3058,27.6718,1248,669,649,0.3699,Arabidopsis
574,61.6807,4479,0.4119,79.5044,3561,922,922,0.4112,Arabidopsis
575,95.005,4419,0.4266,100,4419,1405,1402,0.4288,Arabidopsis
576,188.9731,4384,0.487,100,4384,2762,2765,0.4879,Arabidopsis
577,91.8825,4341,0.3513,98.0419,4256,1340,1326,0.3458,Arabidopsis
578,0,4331,0.3544,0,0,0,0,0,Arabidopsis
579,227.8354,4193,0.4117,99.9762,4192,3209,3207,0.4166,Arabidopsis
580,131.9883,4180,0.439,73.5646,3075,1878,1885,0.441,Arabidopsis
581,180.2987,4369,0.3155,99.9771,4368,2528,2316,0.3231,Arabidopsis
582,99.0443,3995,0.3574,99.9499,3993,1321,1321,0.3651,Arabidopsis
583,188.7797,3972,0.4317,98.9678,3931,2489,2522,0.4325,Arabidopsis
584,90.6857,3913,0.4519,61.1296,2392,1192,1212,0.4508,Arabidopsis
585,606.8141,5633,0.3529,100,5633,5960,6063,0.3578,Arabidopsis
586,244.4393,3770,0.3939,100,3770,3197,3118,0.3907,Arabidopsis
587,974.242,3682,0.3066,100,3682,5815,5807,0.3128,Arabidopsis
588,642.5031,3695,0.3714,99.7564,3686,5175,5314,0.3595,Arabidopsis
589,297.7207,3645,0.3772,100,3645,3661,3634,0.3681,Arabidopsis
590,318.6992,3657,0.4077,85.8627,3140,3789,3787,0.3859,Arabidopsis
591,151.3363,3634,0.4787,76.5272,2781,1884,1863,0.4717,Arabidopsis
592,94.3221,3632,0.3956,100,3632,1145,1145,0.391,Arabidopsis
593,327.9903,3594,0.3477,100,3594,2228,2158,0.3502,Arabidopsis
594,26.0708,3573,0.5799,100,3573,314,313,0.583,Agrobacterium
595,125.3107,3483,0.3676,99.9713,3482,1455,1455,0.3747,Arabidopsis
596,139.746,3433,0.4266,99.6213,3420,1534,1543,0.4349,Arabidopsis
597,1446.7581,3456,0.3574,100,3456,14983,15181,0.346,Arabidopsis
598,444.8425,3410,0.4053,49.7067,1695,5132,5181,0.3998,Arabidopsis
599,191.6738,3421,0.4797,99.9708,3420,2186,2186,0.4877,Arabidopsis
600,155.3665,3359,0.3799,100,3359,1462,1455,0.3802,Arabidopsis
601,117.4906,3390,0.4473,67.4336,2286,1384,1366,0.4477,Arabidopsis
602,101.8641,3312,0.3832,100,3312,1172,1112,0.3826,Arabidopsis
603,193.3977,3221,0.4536,100,3221,2074,2099,0.4559,Arabidopsis
604,95.8242,3203,0.4002,99.8127,3197,1018,1039,0.403,Arabidopsis
605,91.5897,3193,0.3245,99.8434,3188,975,975,0.316,Arabidopsis
606,0,3167,0.3243,0,0,0,0,0,Arabidopsis
607,126.6829,3163,0.3998,93.3607,2953,1337,1337,0.3945,Arabidopsis
608,131.5024,3151,0.4228,62.4881,1969,1390,1390,0.4357,Arabidopsis
609,104.3728,3112,0.3777,100,3112,1090,1089,0.386,Arabidopsis
610,64.6756,2990,0.3926,88.5953,2649,642,651,0.3738,Arabidopsis
611,0.2047,2931,0.3831,17.4343,511,2,2,0.32,Arabidopsis
612,0.3071,2924,0.2786,18.6047,544,3,3,0.3011,Arabidopsis
613,99.0884,2886,0.3863,100,2886,952,966,0.3846,Arabidopsis
614,99.6711,2882,0.3886,100,2882,959,966,0.3887,Arabidopsis
615,0,2881,0.3672,0,0,0,0,0,Arabidopsis
616,139.4841,2830,0.5023,100,2830,1307,1334,0.5211,Arabidopsis
617,0.1549,2866,0.387,9.9093,284,2,2,0.34,Arabidopsis
618,0,2849,0.3886,0,0,0,0,0,Arabidopsis
619,488.3728,2779,0.3067,100,2779,2545,2537,0.3066,Arabidopsis
620,133.5756,2738,0.3765,65.9971,1807,1199,1248,0.4483,Arabidopsis
621,80.163,2694,0.5041,91.2769,2459,720,720,0.5125,Arabidopsis
622,159.4727,2657,0.4111,100,2657,1393,1393,0.4134,Arabidopsis
623,193.1314,2649,0.4919,100,2649,1717,1719,0.4909,Arabidopsis
624,317.0072,2624,0.3738,100,2624,2563,2535,0.3728,Arabidopsis
625,196.3341,2574,0.4025,100,2574,1698,1695,0.3997,Arabidopsis
626,1305.1752,2494,0.3573,100,2494,7938,7925,0.3632,Arabidopsis
627,180.8793,2461,0.3889,99.7968,2456,1496,1485,0.3964,Arabidopsis
628,278.8882,2389,0.5008,99.8326,2385,2225,2225,0.5086,Arabidopsis
629,183.5984,2373,0.3936,100,2373,1459,1459,0.3942,Arabidopsis
630,1250.0775,2954,0.3548,100,2954,8043,8023,0.3559,Arabidopsis
631,189.7541,2395,0.4363,100,2395,1527,1526,0.4364,Arabidopsis
632,292.6184,2390,0.4332,100,2390,2395,2384,0.4297,Arabidopsis
633,83.2555,2360,0.5025,99.4068,2346,655,655,0.4976,Arabidopsis
634,90.23,2357,0.3958,100,2357,709,709,0.3947,Arabidopsis
635,188.0135,2301,0.4042,100,2301,1433,1438,0.4023,Arabidopsis
636,810.2426,2255,0.3541,100,2255,5048,5054,0.3587,Arabidopsis
637,194.2329,2246,0.4183,100,2246,1463,1472,0.4169,Arabidopsis
638,182.1086,2210,0.4316,100,2210,1347,1345,0.4376,Arabidopsis
639,250.3877,2221,0.2618,100,2221,1910,1834,0.2689,Arabidopsis
640,222.7966,2207,0.4767,100,2207,1702,1670,0.4635,Arabidopsis
641,27.2179,2116,0.3289,38.9414,824,192,192,0.2922,Arabidopsis
642,187.7394,2114,0.3581,100,2114,1335,1338,0.3595,Arabidopsis
643,211.2216,2107,0.4101,100,2107,1489,1489,0.3993,Arabidopsis
644,185.6371,2100,0.4409,100,2100,1291,1318,0.4391,Arabidopsis
645,265.0253,2096,0.4776,100,2096,1859,1871,0.4735,Arabidopsis
646,101.0336,2085,0.3722,100,2085,707,711,0.3653,Arabidopsis
647,2069.0246,1994,0.3972,100,1994,7772,7792,0.3991,Arabidopsis
648,196.5096,2078,0.4273,100,2078,1396,1390,0.4266,Arabidopsis
649,0.1242,2069,0.3722,11.1165,230,1,1,0.3933,Arabidopsis
650,103.923,2026,0.5054,99.8519,2023,669,669,0.5221,Arabidopsis
651,165.6161,2024,0.5235,99.9506,2023,1049,1053,0.5384,Arabidopsis
652,126.3865,2018,0.5161,99.9504,2017,830,830,0.5353,Arabidopsis
653,190.8854,2016,0.432,100,2016,1298,1294,0.4322,Arabidopsis
654,184.8717,2003,0.3272,100,2003,1228,1251,0.3349,Arabidopsis
655,99.7578,1998,0.3724,100,1998,682,706,0.371,Arabidopsis
656,227.5353,1995,0.2887,68.8221,1373,1483,1567,0.299,Arabidopsis
657,1.3671,1975,0.3495,15.1899,300,9,9,0.3078,Arabidopsis
658,0.1498,1962,0.3695,13.2008,259,1,1,0.4833,Arabidopsis
659,189.8634,1896,0.4409,100,1896,1209,1222,0.4409,Arabidopsis
660,144.5434,1809,0.3006,100,1809,865,892,0.3074,Arabidopsis
661,194.4673,1849,0.4499,100,1849,1216,1209,0.4511,Arabidopsis
662,48.4234,1835,0.4874,62.9428,1155,297,297,0.4851,Arabidopsis
663,172.7899,1828,0.3924,100,1828,1041,1080,0.3974,Arabidopsis
664,230,1774,0.39,100,1774,1374,1374,0.3832,Arabidopsis
665,195.7341,1749,0.3368,100,1749,1146,1149,0.3402,Arabidopsis
666,210.9064,1730,0.4104,99.8266,1727,1254,1252,0.4072,Arabidopsis
667,175.9636,1760,0.4386,100,1760,1046,1043,0.4396,Arabidopsis
668,193.3168,1755,0.3843,100,1755,1141,1131,0.3833,Arabidopsis
669,187.0977,1750,0.3001,100,1750,1113,1088,0.2917,Arabidopsis
670,181.9075,1741,0.4345,100,1741,1067,1066,0.4339,Arabidopsis
671,177.5991,1736,0.4562,100,1736,1044,1033,0.4557,Arabidopsis
672,121.7476,1735,0.4487,99.7695,1731,714,712,0.4577,Arabidopsis
673,1999.8535,1645,0.3516,100,1645,8705,8738,0.3577,Arabidopsis
674,142.3094,1710,0.4251,99.7661,1706,828,827,0.4319,Arabidopsis
675,197.2385,1669,0.3511,100,1669,1083,1083,0.3489,Arabidopsis
676,144.4538,1668,0.5178,100,1668,798,804,0.5449,Arabidopsis
677,184.3712,1654,0.4782,100,1654,1008,1039,0.4732,Arabidopsis
678,200.25,1708,0.4141,100,1708,1152,1152,0.4175,Arabidopsis
679,47.4721,1701,0.6239,99.7648,1697,269,270,0.6296,Agrobacterium
680,426.6714,1698,0.3769,99.9411,1697,2384,2483,0.3687,Arabidopsis
681,1730.5916,1648,0.3868,100,1648,7412,7374,0.3877,Arabidopsis
682,175.0279,1685,0.381,99.8813,1683,989,982,0.3813,Arabidopsis
683,488.3042,1591,0.373,100,1591,1921,1923,0.3446,Arabidopsis
684,868.1076,1635,0.305,100,1635,4558,4559,0.3074,Arabidopsis
685,191.9569,1671,0.4883,100,1671,1088,1078,0.491,Arabidopsis
686,217.5801,1667,0.4264,99.88,1665,1170,1161,0.4241,Arabidopsis
