ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,RNA_Avg_fold,RNA_Covered_bases,RNA_Covered_percent,Read_GC,Origin,,Origin
139,118.1236,497472,0.4246,94.1136,468189,156092,156037,0.4248,22.3893,48244,0.096978322,0.4867,Takifugu,,Takifugu
140,103.9937,467382,0.4789,99.9861,467317,153918,153939,0.4794,18.7181,36695,0.078511795,0.524,Takifugu,,Takifugu
141,90.8616,525268,0.4636,94.3041,495349,157245,157268,0.4632,11.2116,33672,0.064104419,0.5091,Takifugu,,Takifugu
142,103.8612,464745,0.4615,99.4952,462399,156573,156671,0.4623,27.5738,83208,0.179040119,0.5075,Takifugu,,Takifugu
143,98.699,490973,0.4546,93.5891,459497,154973,154990,0.4536,31.1062,102082,0.207917747,0.4896,Takifugu,,Takifugu
144,99.4287,457987,0.4581,99.6963,456596,148023,148054,0.4577,31.552,93416,0.203970855,0.5144,Takifugu,,Takifugu
145,126.4293,457386,0.44,100,457386,172076,170788,0.4392,83.6685,49437,0.108085949,0.5119,Takifugu,,Takifugu
146,102.536,483490,0.467,99.7135,482105,153199,153176,0.4672,21.0801,62198,0.128643819,0.5283,Takifugu,,Takifugu
147,124.4407,453035,0.4277,99.9996,453033,160460,160483,0.4305,29.537,92900,0.205061419,0.4814,Takifugu,,Takifugu
148,103.2343,453895,0.4735,99.848,453205,148301,148299,0.4732,47.8834,82390,0.181517752,0.5429,Takifugu,,Takifugu
149,105.9095,480608,0.468,99.8995,480125,150653,150537,0.4684,8.6252,11262,0.023432818,0.5334,Takifugu,,Takifugu
150,107.472,451174,0.4389,99.9656,451019,151674,151633,0.4387,25.3833,29929,0.066335826,0.5223,Takifugu,,Takifugu
151,107.0739,449079,0.4701,99.9074,448663,147823,147906,0.4704,40.9936,90465,0.201445625,0.5327,Takifugu,,Takifugu
152,102.5135,476681,0.4763,93.8093,447171,153479,153486,0.4753,19.7998,36732,0.077057823,0.5104,Takifugu,,Takifugu
153,110.7073,445809,0.433,100,445809,150104,150020,0.4331,16.511,73401,0.164646743,0.4827,Takifugu,,Takifugu
154,109.789,445566,0.4463,99.871,444991,149931,149825,0.4474,50.686,116687,0.261884883,0.4957,Takifugu,,Takifugu
155,107.5057,470040,0.4574,100,470040,147101,147062,0.457,23.6666,18712,0.039809378,0.5887,Takifugu,,Takifugu
156,116.1844,470478,0.4031,99.9998,470477,148058,147889,0.4034,27.2119,61744,0.131236742,0.4643,Takifugu,,Takifugu
157,102.4797,436722,0.4941,99.5457,434738,143321,143341,0.4941,26.2695,87347,0.200005953,0.5379,Takifugu,,Takifugu
158,99.2241,462444,0.4269,100,462444,144952,144942,0.4274,20.9885,40199,0.086927282,0.4671,Takifugu,,Takifugu
159,122.9905,424097,0.4259,100,424097,150506,150533,0.4289,33.9549,77403,0.182512491,0.4886,Takifugu,,Takifugu
160,132.4827,422657,0.4168,100,422657,145561,145351,0.4199,1.1229,5091,0.012045228,0.5209,Takifugu,,Takifugu
161,108.7519,510813,0.442,94.0426,480382,145650,145609,0.4423,41.9789,97201,0.190286856,0.5086,Takifugu,,Takifugu
162,104.2653,421840,0.4764,99.4026,419320,139326,139257,0.477,24.5528,53208,0.126133131,0.5352,Takifugu,,Takifugu
163,103.6228,420978,0.4594,99.7442,419901,136915,136739,0.4594,19.1584,13298,0.031588349,0.5232,Takifugu,,Takifugu
164,108.8934,449645,0.4604,99.9855,449580,143965,144236,0.4621,37.0608,107305,0.238643819,0.5213,Takifugu,,Takifugu
165,108.7735,419724,0.4772,99.9128,419358,141013,140970,0.477,29.8738,62003,0.147723266,0.5274,Takifugu,,Takifugu
166,106.7919,416337,0.4288,99.9988,416332,138419,138460,0.4288,25.234,48160,0.115675522,0.463,Takifugu,,Takifugu
167,109.7044,414584,0.4816,99.9988,414579,136930,137001,0.4812,25.9297,97439,0.235028366,0.5264,Takifugu,,Takifugu
168,183.9905,414442,0.4347,100,414442,138989,138862,0.4369,29.6916,22868,0.055177805,0.5013,Takifugu,,Takifugu
169,106.3927,413767,0.4692,99.8738,413245,138127,138080,0.4695,27.2921,68032,0.164421039,0.5532,Takifugu,,Takifugu
170,109.3716,442479,0.4622,100,442479,140165,140275,0.4626,18.2425,58640,0.132526063,0.5164,Takifugu,,Takifugu
171,107.3547,442180,0.447,99.9767,442077,139341,139427,0.4474,23.2939,57717,0.130528292,0.4929,Takifugu,,Takifugu
172,101.6142,411968,0.431,99.7808,411065,139105,139069,0.4317,27.4159,78203,0.189827851,0.4954,Takifugu,,Takifugu
173,114.3131,469682,0.4492,99.9534,469463,144041,144127,0.451,43.2559,112192,0.238868,0.5067,Takifugu,,Takifugu
174,108.6041,410029,0.4712,100,410029,138043,138108,0.4704,22.6849,73582,0.179455599,0.5173,Takifugu,,Takifugu
175,123.0432,407466,0.4901,99.9688,407339,141958,141640,0.4884,29.1769,73211,0.179673887,0.541,Takifugu,,Takifugu
176,106.688,406488,0.4638,99.999,406484,135565,135623,0.4634,38.8659,98105,0.241347838,0.5246,Takifugu,,Takifugu
177,112.2638,406303,0.4568,100,406303,141521,141385,0.4565,20.9759,96743,0.238105552,0.5053,Takifugu,,Takifugu
178,110.8537,404206,0.4305,100,404206,136878,136732,0.4306,42.3262,80470,0.199081656,0.5069,Takifugu,,Takifugu
179,102.575,457202,0.4358,99.965,457042,135900,136063,0.4369,34.13,50239,0.109883596,0.509,Takifugu,,Takifugu
180,104.1897,426587,0.4286,99.9995,426585,136203,136252,0.43,26.0205,49733,0.116583487,0.4858,Takifugu,,Takifugu
181,116.7026,427656,0.4381,99.9579,427476,134344,134442,0.4379,24.8579,59032,0.138036179,0.5004,Takifugu,,Takifugu
182,101.7795,397012,0.4509,99.9849,396952,131102,131056,0.4513,49.1142,90235,0.227285321,0.5055,Takifugu,,Takifugu
183,102.6581,396190,0.4717,100,396190,129126,129110,0.4712,25.6432,50361,0.127113254,0.5242,Takifugu,,Takifugu
184,101.3918,424815,0.4701,99.9988,424810,131267,131256,0.4698,31.639,26762,0.062996834,0.4961,Takifugu,,Takifugu
185,106.8787,394930,0.4352,99.8747,394435,132805,132696,0.4349,22.7294,15041,0.03808523,0.5232,Takifugu,,Takifugu
186,204.8024,396167,0.4198,100,396167,135657,135570,0.4207,18.3761,47204,0.119151772,0.4865,Takifugu,,Takifugu
187,101.3766,389759,0.4583,99.787,388929,130909,130896,0.4584,11.1277,19106,0.049020035,0.5119,Takifugu,,Takifugu
188,177.7029,448657,0.4346,99.9984,448650,130592,130570,0.4356,43.8445,48832,0.108840384,0.4814,Takifugu,,Takifugu
190,111.9921,384533,0.4409,100,384533,130398,130509,0.4424,29.714,90122,0.234367401,0.4864,Takifugu,,Takifugu
191,104.6686,383124,0.4497,99.9995,383122,127734,127909,0.4495,10.9955,29992,0.078282749,0.5102,Takifugu,,Takifugu
192,112.9795,381648,0.4615,100,381648,129006,128916,0.4608,24.1381,63936,0.167526097,0.5228,Takifugu,,Takifugu
193,103.4021,380578,0.4731,99.7005,379438,127832,127853,0.4736,26.4912,55956,0.147028993,0.5364,Takifugu,,Takifugu
194,113.6634,411223,0.4889,92.9255,382131,128915,128737,0.4876,17.6728,69134,0.168118028,0.5306,Takifugu,,Takifugu
195,99.7401,379304,0.4669,99.4606,377258,124997,125082,0.4663,33.3691,37394,0.098585831,0.5336,Takifugu,,Takifugu
196,129.9585,392749,0.4539,95.4561,374903,127155,127269,0.4525,25.5974,98543,0.250905795,0.5145,Takifugu,,Takifugu
197,96.8663,404706,0.4509,99.9049,404321,125598,125553,0.4522,30.9782,106245,0.262523906,0.5,Takifugu,,Takifugu
198,108.2848,375624,0.4398,99.9681,375504,124240,124246,0.4405,5.0965,13364,0.035578131,0.5209,Takifugu,,Takifugu
199,93.641,431142,0.4799,99.583,429344,127410,127510,0.48,26.368,69950,0.16224353,0.5471,Takifugu,,Takifugu
200,111.0901,371979,0.479,99.9946,371959,124164,124171,0.4797,32.7958,109454,0.294247794,0.5313,Takifugu,,Takifugu
201,102.1977,428337,0.433,99.9995,428335,124618,124577,0.4331,23.9506,43392,0.101303413,0.5174,Takifugu,,Takifugu
202,149.4064,369368,0.4306,100,369368,123655,123687,0.4317,30.6774,55799,0.151066145,0.4906,Takifugu,,Takifugu
203,110.4911,367777,0.4562,99.9831,367715,123798,123904,0.4568,22.5116,83287,0.2264606,0.4981,Takifugu,,Takifugu
204,101.3967,366312,0.4154,99.7906,365545,121689,121624,0.4155,46.5432,63312,0.172836271,0.4797,Takifugu,,Takifugu
205,111.1319,365684,0.4388,99.6699,364477,122990,122954,0.4392,40.4035,109446,0.299291191,0.4946,Takifugu,,Takifugu
206,119.3083,365298,0.4635,100,365298,121830,121848,0.4641,20.0488,62540,0.171202689,0.5076,Takifugu,,Takifugu
207,113.2557,364924,0.4823,99.8233,364279,120610,120667,0.4825,28.3544,97202,0.266362311,0.5361,Takifugu,,Takifugu
208,104.0059,364591,0.454,99.9462,364395,123695,123674,0.4544,30.9844,53150,0.145779792,0.5201,Takifugu,,Takifugu
209,126.1605,391085,0.4252,100,391085,127767,127758,0.4246,32.7403,46520,0.118951123,0.4931,Takifugu,,Takifugu
210,95.4609,392384,0.4664,92.1454,361564,120357,120376,0.4668,27.2312,66979,0.170697582,0.524,Takifugu,,Takifugu
211,175.3713,362633,0.395,99.9997,362632,123713,123720,0.3981,35.3148,62479,0.172292648,0.4676,Takifugu,,Takifugu
212,89.5653,420825,0.468,99.5806,419060,119663,119738,0.4678,26.9998,49929,0.118645518,0.5328,Takifugu,,Takifugu
213,117.98,360675,0.4628,98.9226,356789,118154,118456,0.4622,18.5628,32822,0.091001594,0.512,Takifugu,,Takifugu
214,106.6299,360502,0.4402,99.8031,359792,121292,121329,0.44,44.2333,101145,0.280567098,0.4969,Takifugu,,Takifugu
215,106.6422,360126,0.4673,99.9492,359943,121979,122021,0.4682,26.6167,63141,0.175330301,0.5164,Takifugu,,Takifugu
216,118.0637,359473,0.4409,99.9997,359472,118848,118940,0.441,21.1231,75093,0.208897469,0.4817,Takifugu,,Takifugu
217,104.4133,358840,0.4525,100,358840,119505,119496,0.4522,36.8924,45260,0.126128637,0.4953,Takifugu,,Takifugu
218,102.7884,358809,0.4338,99.6073,357400,119200,119202,0.434,21.7685,63473,0.17689913,0.4929,Takifugu,,Takifugu
219,173.8819,357472,0.4846,99.4881,355642,117830,117850,0.4834,28.9436,45524,0.127349834,0.5459,Takifugu,,Takifugu
220,110.0176,354544,0.5241,99.5473,352939,117300,117432,0.524,16.9439,34512,0.097341938,0.5967,Takifugu,,Takifugu
221,125.3115,356480,0.4713,100,356480,118695,118722,0.4718,20.4244,57864,0.162320467,0.5216,Takifugu,,Takifugu
222,109.8372,355958,0.466,100,355958,117731,117646,0.4658,20.027,30554,0.085835969,0.4994,Takifugu,,Takifugu
223,107.5089,355933,0.4575,100,355933,117600,117563,0.4573,21.05,51249,0.143984963,0.5031,Takifugu,,Takifugu
224,108.0187,413573,0.4622,99.9862,413516,120595,120557,0.4622,18.9961,61816,0.149468171,0.5182,Takifugu,,Takifugu
225,111.2107,355560,0.4519,100,355560,120584,120631,0.4518,17.6882,68134,0.19162448,0.5004,Takifugu,,Takifugu
226,113.6459,383916,0.4344,100,383916,119109,119082,0.4353,8.4526,28003,0.072940435,0.4969,Takifugu,,Takifugu
227,103.4288,351500,0.4625,99.9801,351430,116384,116388,0.4625,16.9689,67243,0.191302987,0.5109,Takifugu,,Takifugu
228,102.8795,351145,0.4483,100,351145,118086,117990,0.4489,24.8621,82464,0.234843156,0.4865,Takifugu,,Takifugu
229,104.6974,350837,0.4305,100,350837,117865,117834,0.4307,22.7345,36486,0.103997013,0.4825,Takifugu,,Takifugu
230,107.7741,348766,0.4168,99.8188,348134,118051,118052,0.4175,54.9477,77917,0.223407672,0.4785,Takifugu,,Takifugu
231,107.8268,350888,0.4579,99.7005,349837,117901,117862,0.4571,30.9702,68898,0.196353252,0.5273,Takifugu,,Takifugu
232,235.3181,361925,0.4122,99.9992,361922,126674,126130,0.416,39.3225,49438,0.136597361,0.4823,Takifugu,,Takifugu
233,103.7415,347136,0.4539,100,347136,116685,116647,0.4543,37.599,43371,0.124939505,0.5104,Takifugu,,Takifugu
234,105.9774,346110,0.47,99.8353,345540,117690,117743,0.4693,31.9925,59000,0.170466037,0.5145,Takifugu,,Takifugu
235,108.7933,375413,0.4695,99.96,375263,114862,114885,0.4691,26.0513,91183,0.242887167,0.5178,Takifugu,,Takifugu
236,112.4805,344930,0.4546,99.7075,343921,112137,112123,0.4547,26.3056,27409,0.0794625,0.5094,Takifugu,,Takifugu
237,106.7787,344641,0.4895,100,344641,114151,114152,0.4894,36.2211,47625,0.138187273,0.5403,Takifugu,,Takifugu
238,113.5478,394561,0.4736,99.9942,394538,113105,113147,0.4726,27.3576,97398,0.246851564,0.5115,Takifugu,,Takifugu
239,111.0562,344489,0.4459,99.8926,344119,115703,115734,0.4458,25.1888,52770,0.153183411,0.4949,Takifugu,,Takifugu
240,118.0962,344258,0.4365,100,344258,116189,116259,0.4375,19.4811,55767,0.161991878,0.4986,Takifugu,,Takifugu
241,119.6374,343517,0.4222,99.9994,343515,115199,115245,0.4228,17.0318,41260,0.120110504,0.4769,Takifugu,,Takifugu
242,104.327,372392,0.4751,100,372392,115329,115480,0.4747,20.9399,75262,0.202104234,0.5367,Takifugu,,Takifugu
243,113.2281,339645,0.4577,100,339645,114925,115042,0.4571,27.3263,73465,0.216299371,0.4982,Takifugu,,Takifugu
244,180.1694,367081,0.4051,100,367081,115440,115409,0.4098,17.9272,16189,0.044101983,0.4886,Takifugu,,Takifugu
245,102.1088,367179,0.4824,99.7508,366264,117192,117182,0.4832,27.7325,62903,0.171314264,0.5428,Takifugu,,Takifugu
246,108.8274,366445,0.4817,99.7266,365443,112035,112158,0.4826,20.371,65699,0.179287478,0.5337,Takifugu,,Takifugu
247,146.5751,351388,0.4583,100,351388,123596,123764,0.4553,29.1271,67348,0.191662777,0.516,Takifugu,,Takifugu
248,124.8649,335961,0.4271,100,335961,112519,112443,0.427,3.3545,10102,0.030068966,0.5009,Takifugu,,Takifugu
249,105.5222,333779,0.4338,100,333779,112179,112249,0.4334,33.5373,76149,0.228141974,0.4802,Takifugu,,Takifugu
250,124.3388,333545,0.4331,100,333545,112628,112631,0.4323,80.0553,40400,0.121123087,0.5049,Takifugu,,Takifugu
251,100.3121,333553,0.4691,99.4064,331573,111036,111011,0.4684,27.6745,91259,0.2735967,0.5282,Takifugu,,Takifugu
252,134.4241,333414,0.4377,100,333414,113016,113054,0.4373,20.3732,36570,0.109683457,0.5053,Takifugu,,Takifugu
253,113.5064,330639,0.4546,99.6734,329559,113977,113910,0.4543,36.0973,66434,0.200926086,0.5075,Takifugu,,Takifugu
254,291.8434,387699,0.4584,99.9995,387697,117524,117669,0.4621,30.162,7660,0.019757595,0.5435,Takifugu,,Takifugu
255,106.2412,358169,0.4193,100,358169,114754,114974,0.422,56.3412,11005,0.030725719,0.5352,Takifugu,,Takifugu
256,105.5987,387532,0.4277,100,387532,112256,112201,0.4278,24.351,24079,0.062134224,0.4969,Takifugu,,Takifugu
257,168.7473,328249,0.4052,100,328249,110207,110189,0.4071,95.4288,50704,0.154468102,0.5018,Takifugu,,Takifugu
258,95.5851,357433,0.4717,99.7913,356687,109103,109100,0.4716,17.194,42811,0.119773496,0.5211,Takifugu,,Takifugu
260,100.8794,327194,0.4734,99.7659,326428,109717,109789,0.4732,33.4532,93701,0.286377501,0.5437,Takifugu,,Takifugu
261,108.801,325238,0.4333,100,325238,110488,110348,0.4343,40.717,19393,0.059627104,0.5221,Takifugu,,Takifugu
262,102.4738,323894,0.4625,99.7953,323231,106474,106395,0.4624,14.3209,28933,0.089328608,0.5004,Takifugu,,Takifugu
263,118.9709,323455,0.4582,99.9988,323451,109795,109754,0.4577,34.1413,85169,0.263310198,0.5141,Takifugu,,Takifugu
264,138.9096,351875,0.4049,100,351875,106640,106418,0.4059,17.8851,36634,0.104110835,0.4652,Takifugu,,Takifugu
265,152.1279,386249,0.4369,100,386249,115851,116145,0.4367,29.516,49303,0.127645638,0.5153,Takifugu,,Takifugu
266,94.7703,347491,0.4731,91.4234,317688,107840,107886,0.4726,61.4465,58832,0.169305104,0.5126,Takifugu,,Takifugu
267,94.8667,376607,0.4712,100,376607,109768,109587,0.4704,19.3795,63220,0.167867299,0.508,Takifugu,,Takifugu
268,94.9562,345425,0.4904,91.386,315670,106142,106282,0.4915,29.9642,91415,0.264645003,0.5401,Takifugu,,Takifugu
269,119.6716,315832,0.4213,99.9794,315767,106179,106459,0.4219,35.5257,44103,0.139640695,0.4903,Takifugu,,Takifugu
270,93.5265,343804,0.4736,100,343804,103601,103619,0.4736,28.2749,85365,0.24829554,0.529,Takifugu,,Takifugu
271,102.2333,314182,0.4609,99.9758,314106,106271,106247,0.4606,47.384,38175,0.121506006,0.5146,Takifugu,,Takifugu
272,87.0848,369855,0.4355,91.8344,339654,103506,103609,0.4355,16.1776,51313,0.138738154,0.4908,Takifugu,,Takifugu
273,116.1712,311269,0.4742,100,311269,106616,106511,0.4727,25.7954,37656,0.120975748,0.5197,Takifugu,,Takifugu
274,112.9111,310790,0.4389,99.9984,310785,107353,107409,0.4387,26.1317,66473,0.213883973,0.5127,Takifugu,,Takifugu
275,113.2225,310648,0.4577,100,310648,104552,104769,0.4591,4.816,16794,0.054061188,0.5118,Takifugu,,Takifugu
276,110.7039,339975,0.4509,100,339975,104806,104797,0.451,19.4928,90611,0.266522538,0.5069,Takifugu,,Takifugu
277,115.4383,309978,0.4267,99.9858,309934,103501,103544,0.4271,16.8775,8981,0.028973024,0.5283,Takifugu,,Takifugu
278,106.9376,309452,0.4588,100,309452,104107,104135,0.4576,30.9643,68207,0.220412213,0.5177,Takifugu,,Takifugu
279,101.908,308669,0.4549,99.5626,307319,104026,104039,0.4551,25.9677,73308,0.237497125,0.5032,Takifugu,,Takifugu
280,106.1925,338032,0.4705,100,338032,103709,103743,0.4693,20.4589,23417,0.069274507,0.5188,Takifugu,,Takifugu
281,109.9094,308341,0.4389,100,308341,105533,105479,0.4388,26.4536,76541,0.248234909,0.503,Takifugu,,Takifugu
282,113.2637,308116,0.4598,99.9994,308114,103754,103692,0.4592,20.9944,41530,0.134786898,0.5135,Takifugu,,Takifugu
283,108.5317,308119,0.4223,99.9805,308059,103077,103047,0.4222,24.2028,52893,0.171664195,0.4861,Takifugu,,Takifugu
284,111.0794,308172,0.4258,99.8653,307757,102912,102955,0.4256,37.6305,43038,0.139655777,0.4762,Takifugu,,Takifugu
285,93.5831,335313,0.4434,90.9995,305133,104063,104112,0.4433,53.1431,85293,0.254368307,0.517,Takifugu,,Takifugu
286,116.9834,305189,0.4664,100,305189,103217,103118,0.468,35.5857,111992,0.366959491,0.5173,Takifugu,,Takifugu
287,101.5939,333644,0.4346,99.9146,333359,104052,104087,0.435,11.339,6854,0.020542854,0.5683,Takifugu,,Takifugu
289,119.1455,303705,0.4405,99.8531,303259,108269,107883,0.4415,28.0446,28878,0.095085692,0.5231,Takifugu,,Takifugu
290,113.519,332571,0.4923,99.6019,331247,100673,100711,0.4918,26.9847,53504,0.160879932,0.5259,Takifugu,,Takifugu
291,104.0434,303057,0.4556,99.9786,302992,101560,101525,0.4561,31.6669,40455,0.13348974,0.5057,Takifugu,,Takifugu
292,118.4651,301555,0.4421,99.8657,301150,98724,98703,0.4413,13.9145,26464,0.087758452,0.5202,Takifugu,,Takifugu
293,101.4309,300073,0.4712,99.7404,299294,99937,99989,0.4729,24.5908,89535,0.298377395,0.5189,Takifugu,,Takifugu
294,105.2537,299996,0.4774,99.9993,299994,101787,101795,0.4776,34.281,85530,0.285103801,0.5165,Takifugu,,Takifugu
295,147.1769,326766,0.4796,100,326766,101757,101784,0.4805,38.7608,81770,0.250240233,0.5235,Takifugu,,Takifugu
296,105.6211,353879,0.4628,99.9997,353878,102040,102099,0.4613,40.878,88395,0.24978877,0.5118,Takifugu,,Takifugu
297,99.8915,321935,0.4413,99.7611,321166,99686,99591,0.4402,20.5663,61337,0.190526038,0.4881,Takifugu,,Takifugu
298,102.6049,320644,0.4816,99.9994,320642,98533,98604,0.4803,27.7771,64789,0.202058981,0.5411,Takifugu,,Takifugu
299,101.2984,291050,0.4745,99.6344,289986,96092,96102,0.4735,13.2076,16679,0.057306305,0.5448,Takifugu,,Takifugu
300,105.5417,290564,0.447,100,290564,96948,96904,0.4468,23.3155,74704,0.257099985,0.5001,Takifugu,,Takifugu
302,123.9686,288188,0.4542,100,288188,101850,101792,0.4523,39.2673,45308,0.157216817,0.5196,Takifugu,,Takifugu
303,110.2051,286385,0.4578,100,286385,97207,97300,0.4562,31.02,59109,0.206396983,0.5246,Takifugu,,Takifugu
304,148.8074,344072,0.4605,99.9997,344071,97572,97646,0.4596,37.9466,63689,0.185103699,0.5347,Takifugu,,Takifugu
305,117.5479,285123,0.3902,99.9754,285053,94339,94446,0.3911,27.6465,46964,0.164714877,0.4629,Takifugu,,Takifugu
306,111.4659,312990,0.4332,99.9997,312989,96874,96902,0.4375,21.8818,33804,0.108003451,0.4948,Takifugu,,Takifugu
307,102.3845,282245,0.441,100,282245,92609,92594,0.4414,23.9213,62252,0.220560152,0.4764,Takifugu,,Takifugu
308,110.1802,280836,0.4967,99.5902,279685,96032,95810,0.4935,17.7966,50775,0.18079947,0.5531,Takifugu,,Takifugu
309,109.7774,280564,0.445,100,280564,93856,93840,0.446,6.152,3344,0.011918849,0.5264,Takifugu,,Takifugu
310,150.4967,280439,0.4472,99.9501,280299,94797,94763,0.4461,65.2945,60833,0.216920614,0.5033,Takifugu,,Takifugu
311,103.7506,309879,0.434,98.4103,304953,92537,92607,0.4338,36.8747,28663,0.092497394,0.5138,Takifugu,,Takifugu
312,103.4821,280333,0.4502,100,280333,94060,94070,0.4502,31.0711,80230,0.286195346,0.5037,Takifugu,,Takifugu
313,167.7782,279057,0.4531,99.9982,279052,95102,95123,0.4526,30.7181,79707,0.285629818,0.5149,Takifugu,,Takifugu
314,101.505,277887,0.4151,99.964,277787,91872,91905,0.4149,25.5096,61308,0.220622051,0.4776,Takifugu,,Takifugu
315,100.3637,276659,0.4457,99.4108,275029,91248,91287,0.446,39.1052,49544,0.179079661,0.5116,Takifugu,,Takifugu
316,123.6586,304277,0.463,99.9523,304132,90665,90591,0.4618,30.2249,58567,0.192479221,0.5264,Takifugu,,Takifugu
317,105.6016,274273,0.4574,99.677,273387,95701,95667,0.4581,21.742,46489,0.169499003,0.4984,Takifugu,,Takifugu
318,116.359,274024,0.4509,100,274024,92286,92623,0.4504,52.1384,33137,0.120927364,0.5152,Takifugu,,Takifugu
319,112.1577,273974,0.4633,100,273974,92897,92870,0.4627,18.2788,39846,0.145437158,0.5176,Takifugu,,Takifugu
320,94.7306,361483,0.4797,99.9419,361273,92839,92925,0.4784,15.9209,40252,0.111352401,0.5395,Takifugu,,Takifugu
321,183.4446,272686,0.4174,99.9989,272683,91740,91590,0.4185,11.1644,13369,0.049027086,0.4854,Takifugu,,Takifugu
323,120.2773,271736,0.4355,100,271736,90378,90421,0.4358,42.0138,38424,0.141401949,0.5125,Takifugu,,Takifugu
325,117.1822,270304,0.4751,100,270304,90074,90006,0.4752,42.7021,66717,0.246822097,0.5252,Takifugu,,Takifugu
326,106.863,299600,0.4047,99.9666,299500,92243,92144,0.408,29.1075,33437,0.111605474,0.4689,Takifugu,,Takifugu
327,110.4157,269958,0.4443,100,269958,92537,92479,0.4437,24.1523,44263,0.163962542,0.4971,Takifugu,,Takifugu
328,110.2124,269801,0.468,100,269801,88297,88248,0.4678,30.9402,80827,0.299580061,0.5329,Takifugu,,Takifugu
329,109.264,269039,0.4213,99.4354,267520,88337,88481,0.4236,68.4868,39414,0.146499206,0.5146,Takifugu,,Takifugu
330,86.0956,325754,0.4644,99.7418,324913,89529,89556,0.4644,27.3925,35495,0.108962591,0.5012,Takifugu,,Takifugu
331,89.8697,327962,0.4693,91.4563,299942,88255,88245,0.4697,20.652,36617,0.11165013,0.5217,Takifugu,,Takifugu
332,185.8393,268663,0.4307,100,268663,91800,91877,0.4323,0.3838,3165,0.011780558,0.5156,Takifugu,,Takifugu
333,105.5144,268331,0.4903,98.2782,263711,91884,91986,0.4929,23.8485,52934,0.197271281,0.5311,Takifugu,,Takifugu
334,167.8922,297780,0.426,100,297780,90675,90840,0.4281,9.343,2720,0.00913426,0.5321,Takifugu,,Takifugu
335,151.5848,268080,0.4163,99.8952,267799,94121,94066,0.4172,0.2347,2097,0.007822292,0.5372,Takifugu,,Takifugu
336,108.3397,268157,0.4422,99.8471,267747,92422,92545,0.4425,38.2273,41541,0.15491298,0.4904,Takifugu,,Takifugu
337,165.2366,267945,0.4168,100,267945,90058,89822,0.4183,28.6074,62963,0.234984792,0.4545,Takifugu,,Takifugu
340,104.5585,266045,0.4557,99.9778,265986,87751,87755,0.4561,18.9107,45260,0.170121596,0.5018,Takifugu,,Takifugu
341,99.3546,295144,0.4508,100,295144,89828,89855,0.4499,23.2877,48691,0.164973708,0.5101,Takifugu,,Takifugu
342,102.1256,264481,0.4752,100,264481,88105,88130,0.4739,24.4791,31634,0.119607836,0.544,Takifugu,,Takifugu
343,100.7146,264290,0.4423,98.6193,260641,86736,86712,0.4427,34.2739,51767,0.195871959,0.4918,Takifugu,,Takifugu
345,110.2278,263166,0.461,100,263166,86964,86993,0.4609,41.4404,33237,0.12629671,0.5272,Takifugu,,Takifugu
346,103.064,262254,0.4202,99.7194,261518,87470,87464,0.4206,5.9662,2370,0.00903704,0.5159,Takifugu,,Takifugu
347,136.271,260977,0.4232,100,260977,88570,88520,0.4229,11.1098,11035,0.04228342,0.4818,Takifugu,,Takifugu
348,101.9138,260049,0.4573,99.3021,258234,85791,85781,0.4567,20.3651,31102,0.119600537,0.5287,Takifugu,,Takifugu
349,116.6794,259427,0.44,100,259427,90306,90360,0.4428,38.711,66249,0.255366635,0.5075,Takifugu,,Takifugu
350,136.8393,258918,0.4717,100,258918,91360,91270,0.4706,7.3336,12915,0.049880657,0.5359,Takifugu,,Takifugu
351,109.2236,288402,0.4419,99.9997,288401,87085,87111,0.4427,19.6619,10521,0.03648033,0.5247,Takifugu,,Takifugu
352,105.5553,286917,0.4743,99.5933,285750,87019,87062,0.4731,26.336,76216,0.265637798,0.5218,Takifugu,,Takifugu
353,102.7946,256939,0.5029,100,256939,86083,86093,0.5039,39.3461,95222,0.370601582,0.5436,Takifugu,,Takifugu
354,108.3034,256489,0.4545,100,256489,87978,87917,0.4551,39.3352,67274,0.262288051,0.5114,Takifugu,,Takifugu
355,119.7312,256464,0.451,100,256464,87044,87001,0.4502,24.0147,50814,0.198133071,0.5195,Takifugu,,Takifugu
356,113.8267,255942,0.4867,99.3385,254249,85760,85800,0.4851,18.4139,44968,0.175696056,0.5184,Takifugu,,Takifugu
357,158.0729,285182,0.4065,99.9204,284955,83759,83725,0.4076,30.3944,19299,0.067672574,0.4576,Takifugu,,Takifugu
358,100.0711,255082,0.4879,99.9432,254937,83826,83767,0.4868,33.5781,69764,0.273496366,0.541,Takifugu,,Takifugu
359,93.8244,282918,0.4878,99.8459,282482,84270,84192,0.4858,22.6738,54407,0.192306605,0.5396,Takifugu,,Takifugu
360,127.8324,253154,0.427,100,253154,86055,86060,0.4286,17.7301,42981,0.16978203,0.4674,Takifugu,,Takifugu
361,134.8768,281673,0.4466,99.9609,281563,87344,87321,0.4472,7.5003,1893,0.006720559,0.5069,Takifugu,,Takifugu
362,104.7503,252413,0.475,99.2576,250539,83869,84029,0.4733,39.0386,67585,0.267755623,0.5217,Takifugu,,Takifugu
