ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Origin,,Origin
6615,122.7142,1452,0.521,100,1452,587,611,0.5302,No BLAST hit,,No BLAST hit
6616,91.8994,1452,0.5158,100,1452,445,445,0.5222,No BLAST hit,,No BLAST hit
6621,155.196,1449,0.518,100,1449,745,765,0.5251,No BLAST hit,,No BLAST hit
6622,120.259,1448,0.462,99.9309,1447,599,567,0.4565,No BLAST hit,,No BLAST hit
6623,88.6018,1449,0.4734,100,1449,428,428,0.4661,No BLAST hit,,No BLAST hit
6624,124.9498,1413,0.4975,100,1413,598,580,0.4753,No BLAST hit,,No BLAST hit
6628,122.1584,1389,0.5702,100,1389,584,584,0.5653,No BLAST hit,,No BLAST hit
6629,84.4713,1445,0.5744,100,1445,407,407,0.5717,No BLAST hit,,No BLAST hit
6632,100.428,1423,0.4652,100,1423,477,483,0.468,No BLAST hit,,No BLAST hit
6634,95.5187,1444,0.4273,100,1444,461,470,0.4238,No BLAST hit,,No BLAST hit
6641,123.0877,1426,0.5,100,1426,673,688,0.4995,No BLAST hit,,No BLAST hit
6642,78.3662,1439,0.5309,100,1439,376,376,0.5166,No BLAST hit,,No BLAST hit
6648,97.3814,1437,0.5393,100,1437,452,452,0.5226,No BLAST hit,,No BLAST hit
6651,108.7564,1396,0.5007,100,1396,493,512,0.5008,No BLAST hit,,No BLAST hit
6652,98.7658,1422,0.5436,100,1422,473,475,0.5387,No BLAST hit,,No BLAST hit
6653,126.7806,1436,0.578,100,1436,604,613,0.5798,No BLAST hit,,No BLAST hit
6655,173.2194,1436,0.5021,100,1436,857,851,0.5022,No BLAST hit,,No BLAST hit
6657,120.2118,1435,0.5157,100,1435,633,641,0.5553,No BLAST hit,,No BLAST hit
6659,125.7999,1434,0.5646,100,1434,620,596,0.5678,No BLAST hit,,No BLAST hit
6660,159.7859,1434,0.4658,100,1434,715,779,0.4434,No BLAST hit,,No BLAST hit
6665,108.8329,1430,0.5385,100,1430,499,517,0.5529,No BLAST hit,,No BLAST hit
6668,0,1430,0.5224,0,0,0,0,0,No BLAST hit,,No BLAST hit
6669,85.1685,1430,0.5343,100,1430,406,406,0.5278,No BLAST hit,,No BLAST hit
6675,129.1633,1427,0.4625,100,1427,653,679,0.5175,No BLAST hit,,No BLAST hit
6683,115.9382,1424,0.4378,100,1424,535,572,0.4363,No BLAST hit,,No BLAST hit
6684,106.8482,1423,0.5278,100,1423,526,511,0.5417,No BLAST hit,,No BLAST hit
6687,75.5028,1422,0.5774,100,1422,358,358,0.5684,No BLAST hit,,No BLAST hit
6689,116.3735,1395,0.5735,100,1395,495,519,0.5677,No BLAST hit,,No BLAST hit
6695,101.3183,1417,0.4157,100,1417,499,498,0.41,No BLAST hit,,No BLAST hit
6702,88.2534,1417,0.5745,100,1417,417,417,0.5785,No BLAST hit,,No BLAST hit
6703,103.9619,1416,0.5621,100,1416,495,496,0.5708,No BLAST hit,,No BLAST hit
6704,138.9448,1414,0.5145,100,1414,651,665,0.493,No BLAST hit,,No BLAST hit
6709,90.6433,1413,0.4954,100,1413,427,427,0.4954,No BLAST hit,,No BLAST hit
6712,100.6774,1370,0.5453,100,1370,438,490,0.5437,No BLAST hit,,No BLAST hit
6714,86.0843,1412,0.5375,100,1412,397,420,0.5415,No BLAST hit,,No BLAST hit
6715,121.3215,1412,0.5297,100,1412,576,611,0.5453,No BLAST hit,,No BLAST hit
6717,133.9858,1412,0.5042,100,1412,644,634,0.5202,No BLAST hit,,No BLAST hit
6725,89.472,1411,0.5386,100,1411,421,421,0.5383,No BLAST hit,,No BLAST hit
6726,87.7775,1411,0.4908,100,1411,414,416,0.483,No BLAST hit,,No BLAST hit
6728,84.3482,1410,0.5227,100,1410,396,415,0.5237,No BLAST hit,,No BLAST hit
6729,83.4393,1409,0.5791,100,1409,392,392,0.5787,No BLAST hit,,No BLAST hit
6731,161.669,1408,0.4652,100,1408,777,758,0.459,No BLAST hit,,No BLAST hit
6739,125.1986,1390,0.5836,100,1390,605,573,0.5832,No BLAST hit,,No BLAST hit
6741,288.1097,1358,0.4849,91.2371,1239,1480,1293,0.3785,No BLAST hit,,No BLAST hit
6742,103.1947,1366,0.5673,99.9268,1365,465,465,0.5642,No BLAST hit,,No BLAST hit
6745,88.8374,1402,0.5613,100,1402,420,446,0.5673,No BLAST hit,,No BLAST hit
6750,138.8721,1399,0.5497,99.9285,1398,635,667,0.5541,No BLAST hit,,No BLAST hit
6751,192.421,1399,0.5197,100,1399,910,913,0.5202,No BLAST hit,,No BLAST hit
6752,160.1532,1397,0.4062,100,1397,738,768,0.4069,No BLAST hit,,No BLAST hit
6756,84.1546,1397,0.5061,100,1397,392,392,0.5076,No BLAST hit,,No BLAST hit
6758,91.0917,1396,0.505,100,1396,424,424,0.4911,No BLAST hit,,No BLAST hit
6767,104.8196,1391,0.555,100,1391,479,491,0.5613,No BLAST hit,,No BLAST hit
6770,90.159,1340,0.5179,100,1340,417,395,0.5241,No BLAST hit,,No BLAST hit
6772,85.7459,1389,0.4586,100,1389,398,398,0.4484,No BLAST hit,,No BLAST hit
6773,158.5673,1352,0.4749,100,1352,719,719,0.4923,No BLAST hit,,No BLAST hit
6777,141.7199,1385,0.4834,99.9278,1384,656,656,0.4671,No BLAST hit,,No BLAST hit
6778,272.8133,1371,0.5004,100,1371,1327,1302,0.5181,No BLAST hit,,No BLAST hit
6779,97.1126,1386,0.5115,100,1386,449,449,0.5011,No BLAST hit,,No BLAST hit
6784,91.0103,1363,0.4204,100,1363,421,453,0.3973,No BLAST hit,,No BLAST hit
6785,76.5051,1384,0.5874,100,1384,353,353,0.6085,No BLAST hit,,No BLAST hit
6791,153.2406,1330,0.4992,100,1330,686,699,0.4754,No BLAST hit,,No BLAST hit
6799,84.7213,1378,0.5733,100,1378,389,391,0.5735,No BLAST hit,,No BLAST hit
6805,131.3561,1376,0.5756,100,1376,579,632,0.5788,No BLAST hit,,No BLAST hit
6807,85.9471,1343,0.513,100,1343,389,389,0.5175,No BLAST hit,,No BLAST hit
6808,88.3469,1375,0.568,100,1375,405,405,0.5671,No BLAST hit,,No BLAST hit
6810,168.9374,1374,0.4887,99.7817,1371,769,792,0.5015,No BLAST hit,,No BLAST hit
6811,92.5815,1374,0.5895,100,1374,415,458,0.5801,No BLAST hit,,No BLAST hit
6812,98.0515,1341,0.5324,100,1341,508,550,0.5309,No BLAST hit,,No BLAST hit
6813,147.8512,1344,0.468,99.9256,1343,670,649,0.4578,No BLAST hit,,No BLAST hit
6816,104.8727,1328,0.4127,100,1328,486,472,0.3728,No BLAST hit,,No BLAST hit
6817,165.0124,1372,0.4982,100,1372,665,681,0.4857,No BLAST hit,,No BLAST hit
6821,95.7949,1370,0.5453,100,1370,462,453,0.5528,No BLAST hit,,No BLAST hit
6823,187.6307,1370,0.4539,100,1370,877,842,0.4586,No BLAST hit,,No BLAST hit
6831,182.1465,1365,0.5238,100,1365,828,848,0.5253,No BLAST hit,,No BLAST hit
6832,75.9809,1312,0.4657,97.4085,1278,332,336,0.4606,No BLAST hit,,No BLAST hit
6837,76.3456,1363,0.4519,99.7799,1360,347,347,0.4598,No BLAST hit,,No BLAST hit
6840,72.6667,1362,0.464,100,1362,330,330,0.4621,No BLAST hit,,No BLAST hit
6844,90.0801,1360,0.5,100,1360,407,416,0.4961,No BLAST hit,,No BLAST hit
6846,135.3819,1270,0.5382,100,1270,601,560,0.5444,No BLAST hit,,No BLAST hit
6848,89.131,1305,0.5349,100,1305,393,390,0.5326,No BLAST hit,,No BLAST hit
6851,265.96,1350,0.5308,100,1350,1218,1227,0.5335,No BLAST hit,,No BLAST hit
6856,180.3518,1353,0.5063,100,1353,837,810,0.5069,No BLAST hit,,No BLAST hit
6860,126.3654,1352,0.5037,100,1352,546,602,0.4864,No BLAST hit,,No BLAST hit
6861,185.4283,1352,0.5733,100,1352,848,850,0.5788,No BLAST hit,,No BLAST hit
6863,232.7988,1342,0.494,94.6349,1270,1010,1086,0.5066,No BLAST hit,,No BLAST hit
6865,95.2431,1333,0.5371,99.925,1332,422,436,0.509,No BLAST hit,,No BLAST hit
6866,100.4795,1293,0.5197,100,1293,496,483,0.5551,No BLAST hit,,No BLAST hit
6867,85.8065,1349,0.5634,100,1349,386,386,0.5747,No BLAST hit,,No BLAST hit
6877,115.4018,1344,0.5402,100,1344,508,530,0.5499,No BLAST hit,,No BLAST hit
6878,77.2695,1343,0.4974,100,1343,346,346,0.496,No BLAST hit,,No BLAST hit
6879,82.3321,1343,0.3879,99.7766,1340,364,379,0.3931,No BLAST hit,,No BLAST hit
6882,90.7295,1342,0.3905,100,1342,410,418,0.3849,No BLAST hit,,No BLAST hit
6883,85.1714,1342,0.4523,100,1342,387,382,0.4619,No BLAST hit,,No BLAST hit
6888,146.3866,1340,0.5777,100,1340,677,644,0.5539,No BLAST hit,,No BLAST hit
6890,81.1368,1338,0.5456,100,1338,362,362,0.5439,No BLAST hit,,No BLAST hit
6901,120.0427,1336,0.5704,100,1336,434,434,0.5798,No BLAST hit,,No BLAST hit
6902,98.0779,1335,0.5708,100,1335,429,452,0.5715,No BLAST hit,,No BLAST hit
6906,83.1184,1335,0.5206,100,1335,370,370,0.5261,No BLAST hit,,No BLAST hit
6907,131.6394,1334,0.4887,100,1334,594,599,0.4638,No BLAST hit,,No BLAST hit
6908,123.0847,1334,0.5534,100,1334,535,578,0.5376,No BLAST hit,,No BLAST hit
6909,203.2665,1332,0.5481,100,1332,920,944,0.5557,No BLAST hit,,No BLAST hit
6910,105.4151,1289,0.4604,100,1289,461,462,0.4646,No BLAST hit,,No BLAST hit
6912,107.8845,1333,0.5709,100,1333,516,474,0.5751,No BLAST hit,,No BLAST hit
6914,97.2896,1302,0.5745,100,1302,405,440,0.573,No BLAST hit,,No BLAST hit
6917,117.8475,1331,0.5672,100,1331,510,547,0.5622,No BLAST hit,,No BLAST hit
6920,88.7147,1269,0.6391,100,1269,378,378,0.6507,No BLAST hit,,No BLAST hit
6926,84.2327,1328,0.4962,100,1328,373,373,0.4989,No BLAST hit,,No BLAST hit
6927,93.6491,1328,0.5279,99.6988,1324,418,423,0.5285,No BLAST hit,,No BLAST hit
6928,150.1264,1321,0.4636,100,1321,653,682,0.457,No BLAST hit,,No BLAST hit
6930,88.6652,1326,0.6011,100,1326,392,392,0.5934,No BLAST hit,,No BLAST hit
6931,93.6664,1325,0.5661,100,1325,414,414,0.5711,No BLAST hit,,No BLAST hit
6937,184.9509,1324,0.5785,100,1324,830,825,0.5809,No BLAST hit,,No BLAST hit
6938,96.4117,1285,0.4023,100,1285,421,421,0.3962,No BLAST hit,,No BLAST hit
6940,83.3917,1320,0.5515,100,1320,367,367,0.544,No BLAST hit,,No BLAST hit
6941,97.7011,1315,0.5787,100,1315,421,420,0.5757,No BLAST hit,,No BLAST hit
6945,89.4571,1317,0.5907,100,1317,397,395,0.5705,No BLAST hit,,No BLAST hit
6954,83.6897,1315,0.4867,100,1315,367,367,0.4993,No BLAST hit,,No BLAST hit
6956,101.6498,1208,0.5269,100,1208,440,391,0.5299,No BLAST hit,,No BLAST hit
6957,515.9178,1314,0.3988,100,1314,2297,2236,0.3901,No BLAST hit,,No BLAST hit
6958,81.9513,1314,0.5533,100,1314,359,359,0.5321,No BLAST hit,,No BLAST hit
6959,85.0875,1314,0.3767,100,1314,373,375,0.3767,No BLAST hit,,No BLAST hit
6962,238.0381,1313,0.5755,99.9238,1312,1028,1051,0.5771,No BLAST hit,,No BLAST hit
6964,79.0388,1313,0.6002,100,1313,346,346,0.5881,No BLAST hit,,No BLAST hit
6966,236.2363,1312,0.4614,100,1312,1045,1044,0.4506,No BLAST hit,,No BLAST hit
6968,99.5286,1309,0.5279,100,1309,420,455,0.5164,No BLAST hit,,No BLAST hit
6970,96.7479,1309,0.5401,100,1309,413,445,0.5395,No BLAST hit,,No BLAST hit
6971,91.2193,1309,0.5126,100,1309,398,402,0.5106,No BLAST hit,,No BLAST hit
6972,99.7105,1309,0.5638,100,1309,416,425,0.5666,No BLAST hit,,No BLAST hit
6975,132.9725,1308,0.5482,100,1308,564,605,0.5252,No BLAST hit,,No BLAST hit
6976,104.7622,1308,0.4801,100,1308,457,457,0.4954,No BLAST hit,,No BLAST hit
6980,174.7636,1307,0.5203,100,1307,771,748,0.5174,No BLAST hit,,No BLAST hit
6982,137.3078,1306,0.5954,100,1306,564,559,0.6003,No BLAST hit,,No BLAST hit
6983,83.2015,1305,0.4674,100,1305,362,362,0.4618,No BLAST hit,,No BLAST hit
6985,82.5096,1305,0.528,100,1305,359,359,0.5397,No BLAST hit,,No BLAST hit
6986,99.6158,1278,0.5681,100,1278,409,438,0.5751,No BLAST hit,,No BLAST hit
6988,71.1121,1302,0.5545,100,1302,311,310,0.5551,No BLAST hit,,No BLAST hit
6989,78.533,1302,0.5469,100,1302,341,341,0.548,No BLAST hit,,No BLAST hit
6990,86.3723,1265,0.4909,100,1265,371,364,0.4917,No BLAST hit,,No BLAST hit
6993,96.8452,1247,0.4194,100,1247,417,411,0.4222,No BLAST hit,,No BLAST hit
6994,124.6331,1300,0.5531,100,1300,544,566,0.5535,No BLAST hit,,No BLAST hit
6995,102.455,1299,0.4734,100,1299,421,454,0.4804,No BLAST hit,,No BLAST hit
7000,0.4571,1293,0.4981,36.891,477,2,2,0.5117,No BLAST hit,,No BLAST hit
7001,140.1378,1292,0.4239,100,1292,611,629,0.4218,No BLAST hit,,No BLAST hit
7002,149.3998,1293,0.5112,100,1293,632,665,0.5188,No BLAST hit,,No BLAST hit
7005,78.9249,1292,0.4257,100,1292,340,340,0.4311,No BLAST hit,,No BLAST hit
7011,77.886,1290,0.5915,100,1290,335,335,0.5866,No BLAST hit,,No BLAST hit
7014,88.0636,1289,0.3685,100,1289,378,379,0.3627,No BLAST hit,,No BLAST hit
7017,94.3152,1288,0.5978,100,1288,442,414,0.5988,No BLAST hit,,No BLAST hit
7024,203.9449,1252,0.4835,100,1252,861,876,0.4849,No BLAST hit,,No BLAST hit
7026,250.1924,1284,0.3583,100,1284,1137,1086,0.3678,No BLAST hit,,No BLAST hit
7027,81.5156,1284,0.5553,100,1284,349,349,0.5521,No BLAST hit,,No BLAST hit
7028,100.8279,1232,0.53,100,1232,411,433,0.5192,No BLAST hit,,No BLAST hit
7030,96.728,1283,0.5437,100,1283,438,403,0.5403,No BLAST hit,,No BLAST hit
7031,98.5596,1283,0.6204,100,1283,423,406,0.6251,No BLAST hit,,No BLAST hit
7035,245.0369,1246,0.4727,100,1246,941,979,0.4724,No BLAST hit,,No BLAST hit
7039,457.2972,1282,0.4225,100,1282,2010,2017,0.4064,No BLAST hit,,No BLAST hit
7042,85.9953,1281,0.5004,100,1281,367,367,0.4894,No BLAST hit,,No BLAST hit
7044,90.9289,1280,0.5789,100,1280,399,383,0.5772,No BLAST hit,,No BLAST hit
7048,87.0962,1226,0.4878,100,1226,364,360,0.4906,No BLAST hit,,No BLAST hit
7049,81.295,1278,0.4178,100,1278,347,347,0.4168,No BLAST hit,,No BLAST hit
7055,171.0227,1275,0.5149,99.6863,1271,680,747,0.5008,No BLAST hit,,No BLAST hit
7058,84.9898,1274,0.394,100,1274,361,361,0.3984,No BLAST hit,,No BLAST hit
7059,748.8721,1274,0.3953,100,1274,3326,3417,0.4321,No BLAST hit,,No BLAST hit
7060,85.9246,1274,0.5683,100,1274,367,371,0.5702,No BLAST hit,,No BLAST hit
7061,130.6599,1273,0.5444,100,1273,563,577,0.5577,No BLAST hit,,No BLAST hit
7062,94.8437,1273,0.4973,100,1273,392,415,0.4996,No BLAST hit,,No BLAST hit
7063,90.4984,1272,0.5134,100,1272,382,392,0.532,No BLAST hit,,No BLAST hit
7065,113.4799,1269,0.5683,97.6359,1239,502,471,0.555,No BLAST hit,,No BLAST hit
7066,786.3222,1164,0.4255,100,1164,2939,3008,0.4238,No BLAST hit,,No BLAST hit
7067,168.3502,1268,0.4368,100,1268,729,701,0.4365,No BLAST hit,,No BLAST hit
7069,157.3817,1268,0.3636,100,1268,687,654,0.3398,No BLAST hit,,No BLAST hit
7070,83.8781,1206,0.6111,100,1206,337,339,0.6125,No BLAST hit,,No BLAST hit
7071,90.8761,1267,0.5391,100,1267,383,387,0.5274,No BLAST hit,,No BLAST hit
7075,179.5178,1265,0.3954,100,1265,759,758,0.4172,No BLAST hit,,No BLAST hit
7077,102.2405,1243,0.5591,100,1243,423,441,0.5683,No BLAST hit,,No BLAST hit
7078,961.1584,1206,0.4181,100,1206,3863,3876,0.4189,No BLAST hit,,No BLAST hit
7081,90.6767,1262,0.5586,100,1262,389,396,0.5663,No BLAST hit,,No BLAST hit
7083,110.5789,1261,0.4992,100,1261,465,465,0.5184,No BLAST hit,,No BLAST hit
7086,86.9595,1259,0.3685,100,1259,365,365,0.368,No BLAST hit,,No BLAST hit
7087,128.1263,1259,0.5402,100,1259,557,527,0.5281,No BLAST hit,,No BLAST hit
7089,220.3429,1257,0.3952,100,1257,943,920,0.3877,No BLAST hit,,No BLAST hit
7093,139.0732,1256,0.4429,100,1256,586,603,0.4296,No BLAST hit,,No BLAST hit
7094,91.1657,1255,0.553,100,1255,382,381,0.5612,No BLAST hit,,No BLAST hit
7097,149.8457,1251,0.5556,100,1251,626,626,0.552,No BLAST hit,,No BLAST hit
7098,89.0295,1253,0.4517,100,1253,372,372,0.4511,No BLAST hit,,No BLAST hit
7099,148.0907,1246,0.5411,100,1246,624,599,0.5475,No BLAST hit,,No BLAST hit
7101,98.984,1251,0.4892,100,1251,407,416,0.4886,No BLAST hit,,No BLAST hit
7103,164.0127,1181,0.5416,100,1181,681,623,0.5182,No BLAST hit,,No BLAST hit
7105,28.2058,1249,0.5476,51.241,640,116,116,0.6555,No BLAST hit,,No BLAST hit
7107,80.4388,1249,0.454,100,1249,335,335,0.4567,No BLAST hit,,No BLAST hit
7109,94.0288,1248,0.4992,100,1248,388,404,0.4976,No BLAST hit,,No BLAST hit
7113,89.9158,1247,0.5958,100,1247,389,366,0.5982,No BLAST hit,,No BLAST hit
7114,84.5641,1241,0.56,100,1241,350,350,0.555,No BLAST hit,,No BLAST hit
7115,116.4932,1247,0.5285,100,1247,477,477,0.5241,No BLAST hit,,No BLAST hit
7118,89.175,1246,0.5401,100,1246,385,393,0.5436,No BLAST hit,,No BLAST hit
7124,147.0475,1243,0.5342,100,1243,633,614,0.539,No BLAST hit,,No BLAST hit
7125,185.5185,1244,0.5507,100,1244,779,784,0.5519,No BLAST hit,,No BLAST hit
7130,146.4787,1243,0.494,100,1243,596,632,0.5022,No BLAST hit,,No BLAST hit
7134,148.8124,1242,0.4915,100,1242,636,641,0.4962,No BLAST hit,,No BLAST hit
7140,91.6648,1241,0.5447,100,1241,381,380,0.5306,No BLAST hit,,No BLAST hit
7142,76.0017,1195,0.4807,58.2427,696,326,286,0.4964,No BLAST hit,,No BLAST hit
7143,85.2066,1239,0.6021,100,1239,352,352,0.5988,No BLAST hit,,No BLAST hit
7146,75.5598,1238,0.5929,100,1238,312,312,0.598,No BLAST hit,,No BLAST hit
7147,166.1704,1238,0.4144,100,1238,746,665,0.4152,No BLAST hit,,No BLAST hit
7148,142.6842,1238,0.4709,100,1238,589,589,0.4595,No BLAST hit,,No BLAST hit
7153,87.4245,1199,0.3982,100,1199,348,358,0.4065,No BLAST hit,,No BLAST hit
7155,120.956,1113,0.4322,100,1113,530,523,0.3899,No BLAST hit,,No BLAST hit
7156,102.1294,1198,0.5376,100,1198,398,422,0.532,No BLAST hit,,No BLAST hit
7157,81.3784,1234,0.5227,100,1234,325,370,0.5225,No BLAST hit,,No BLAST hit
7159,78.271,1214,0.584,100,1214,315,319,0.5879,No BLAST hit,,No BLAST hit
7165,214.539,1230,0.5065,100,1230,731,747,0.4599,No BLAST hit,,No BLAST hit
7166,84.8014,1173,0.468,100,1173,331,337,0.4719,No BLAST hit,,No BLAST hit
7169,86.9015,1229,0.4882,100,1229,363,368,0.4951,No BLAST hit,,No BLAST hit
7173,78.399,1228,0.5114,100,1228,321,321,0.5202,No BLAST hit,,No BLAST hit
7174,192.4295,1185,0.5397,100,1185,800,817,0.5294,No BLAST hit,,No BLAST hit
7176,88.2469,1227,0.454,100,1227,361,361,0.4517,No BLAST hit,,No BLAST hit
7177,167.6479,1227,0.5697,100,1227,482,508,0.5576,No BLAST hit,,No BLAST hit
7179,145.5767,1226,0.562,99.8369,1224,568,585,0.5685,No BLAST hit,,No BLAST hit
7183,80.5233,1225,0.4759,100,1225,329,329,0.4735,No BLAST hit,,No BLAST hit
7185,96.3167,1225,0.4669,100,1225,383,413,0.462,No BLAST hit,,No BLAST hit
7187,78.9101,1224,0.5629,100,1224,322,322,0.5723,No BLAST hit,,No BLAST hit
7189,647.688,1125,0.4733,99.6444,1121,2479,2464,0.4967,No BLAST hit,,No BLAST hit
7191,92.5033,1222,0.5466,100,1222,371,391,0.5522,No BLAST hit,,No BLAST hit
7193,149.6495,1204,0.5249,100,1204,619,576,0.5333,No BLAST hit,,No BLAST hit
7194,80.0729,1221,0.5938,100,1221,326,326,0.5811,No BLAST hit,,No BLAST hit
7195,165.3129,1221,0.4734,100,1221,683,684,0.4758,No BLAST hit,,No BLAST hit
7196,202.7934,1210,0.5645,100,1210,792,811,0.552,No BLAST hit,,No BLAST hit
7197,75.4549,1220,0.5656,100,1220,307,307,0.5629,No BLAST hit,,No BLAST hit
7198,92.3938,1219,0.5086,99.8359,1217,369,397,0.5048,No BLAST hit,,No BLAST hit
7199,127.1016,1220,0.5361,100,1220,590,618,0.5598,No BLAST hit,,No BLAST hit
7206,78.3013,1218,0.4376,100,1218,318,318,0.4393,No BLAST hit,,No BLAST hit
7208,112.2917,1217,0.5354,93.18,1134,456,456,0.5428,No BLAST hit,,No BLAST hit
7209,71.5714,1211,0.4393,100,1211,289,289,0.4379,No BLAST hit,,No BLAST hit
7212,74.8091,1215,0.4733,99.7531,1212,303,303,0.4625,No BLAST hit,,No BLAST hit
7213,182.5191,1154,0.5624,99.2201,1145,682,651,0.5766,No BLAST hit,,No BLAST hit
7214,98.4852,1214,0.4843,100,1214,416,391,0.4904,No BLAST hit,,No BLAST hit
7215,168.3937,1214,0.4794,100,1214,657,725,0.4918,No BLAST hit,,No BLAST hit
7219,231.299,1214,0.3757,100,1214,956,1002,0.3671,No BLAST hit,,No BLAST hit
7220,77.3957,1213,0.554,100,1213,313,313,0.5586,No BLAST hit,,No BLAST hit
7223,142.7634,1213,0.4452,100,1213,574,589,0.4496,No BLAST hit,,No BLAST hit
7227,126.0875,1211,0.5268,100,1211,511,523,0.5231,No BLAST hit,,No BLAST hit
7229,206.0479,1210,0.4627,100,1210,872,820,0.467,No BLAST hit,,No BLAST hit
7233,100.6716,1151,0.5639,100,1151,394,389,0.5594,No BLAST hit,,No BLAST hit
7236,168.8723,1206,0.4055,100,1206,669,704,0.4042,No BLAST hit,,No BLAST hit
7237,163.6559,1206,0.5124,100,1206,658,658,0.5118,No BLAST hit,,No BLAST hit
7240,117.4403,1206,0.4751,100,1206,475,475,0.4678,No BLAST hit,,No BLAST hit
7241,85.5599,1152,0.4418,100,1152,330,329,0.4478,No BLAST hit,,No BLAST hit
7243,100.1295,1205,0.532,100,1205,397,416,0.5371,No BLAST hit,,No BLAST hit
7247,263.3851,1205,0.4871,100,1205,1038,1105,0.491,No BLAST hit,,No BLAST hit
7249,82.6573,1144,0.4117,100,1144,317,318,0.415,No BLAST hit,,No BLAST hit
7251,75.6903,1201,0.4754,100,1201,304,303,0.4819,No BLAST hit,,No BLAST hit
7252,122.9442,1200,0.3925,100,1200,492,492,0.3864,No BLAST hit,,No BLAST hit
7255,78.43,1200,0.5358,92.9167,1115,308,334,0.5337,No BLAST hit,,No BLAST hit
7257,198.7131,1199,0.4121,100,1199,780,827,0.4144,No BLAST hit,,No BLAST hit
7258,83.5527,1149,0.503,100,1149,315,333,0.5058,No BLAST hit,,No BLAST hit
7260,120.7119,1142,0.5788,100,1142,462,462,0.5722,No BLAST hit,,No BLAST hit
7263,100.1503,1198,0.4891,100,1198,400,400,0.4958,No BLAST hit,,No BLAST hit
7271,128.7739,1194,0.4631,100,1194,485,503,0.4676,No BLAST hit,,No BLAST hit
7272,98.9471,1134,0.5013,100,1134,404,360,0.5223,No BLAST hit,,No BLAST hit
7273,137.5997,1194,0.4857,100,1194,533,572,0.4996,No BLAST hit,,No BLAST hit
7275,78.0067,1192,0.5554,93.8758,1119,310,310,0.5657,No BLAST hit,,No BLAST hit
7276,85.2651,1192,0.4136,100,1192,339,339,0.3899,No BLAST hit,,No BLAST hit
7279,89.1453,1191,0.5869,100,1191,354,354,0.6002,No BLAST hit,,No BLAST hit
7283,254.7017,1190,0.495,100,1190,504,485,0.5038,No BLAST hit,,No BLAST hit
7285,93.9395,1190,0.4118,100,1190,376,376,0.4066,No BLAST hit,,No BLAST hit
7287,110.8015,1189,0.4828,100,1189,506,514,0.5107,No BLAST hit,,No BLAST hit
7288,82.5618,1189,0.5669,100,1189,330,330,0.581,No BLAST hit,,No BLAST hit
7289,245.2946,1188,0.5291,100,1188,977,984,0.5257,No BLAST hit,,No BLAST hit
7291,114.4979,1173,0.5635,100,1173,428,440,0.5732,No BLAST hit,,No BLAST hit
7297,87.7154,1184,0.5034,100,1184,339,359,0.4955,No BLAST hit,,No BLAST hit
7299,82.8294,1184,0.5633,100,1184,327,327,0.5613,No BLAST hit,,No BLAST hit
7300,86.2012,1183,0.421,100,1183,340,340,0.4276,No BLAST hit,,No BLAST hit
7306,99.6418,1181,0.486,100,1181,398,396,0.4759,No BLAST hit,,No BLAST hit
7307,81.0068,1181,0.5351,100,1181,319,319,0.5474,No BLAST hit,,No BLAST hit
7308,86.337,1181,0.5521,100,1181,340,340,0.5621,No BLAST hit,,No BLAST hit
7309,86.1644,1180,0.4746,100,1180,339,339,0.4655,No BLAST hit,,No BLAST hit
7311,72.6915,1180,0.5127,100,1180,286,286,0.4969,No BLAST hit,,No BLAST hit
7312,81.9143,1179,0.5734,100,1179,322,322,0.5823,No BLAST hit,,No BLAST hit
7315,143.809,1178,0.5238,100,1178,622,631,0.5281,No BLAST hit,,No BLAST hit
7316,80.1995,1178,0.461,100,1178,315,315,0.4539,No BLAST hit,,No BLAST hit
7317,70.8097,1177,0.5438,100,1177,278,278,0.5438,No BLAST hit,,No BLAST hit
7320,80.0435,1173,0.451,100,1173,313,313,0.4529,No BLAST hit,,No BLAST hit
7321,87.8087,1176,0.4456,100,1176,391,371,0.4365,No BLAST hit,,No BLAST hit
7322,195.7075,1176,0.428,99.915,1175,804,842,0.4406,No BLAST hit,,No BLAST hit
7325,69.0077,1175,0.543,100,1175,272,270,0.5488,No BLAST hit,,No BLAST hit
7326,87.3745,1175,0.6443,100,1175,335,354,0.6386,No BLAST hit,,No BLAST hit
7331,96.7553,1173,0.4859,100,1173,387,395,0.4849,No BLAST hit,,No BLAST hit
7334,83.5159,1099,0.4531,100,1099,304,316,0.4384,No BLAST hit,,No BLAST hit
7335,139.2126,1171,0.4919,100,1171,543,555,0.4754,No BLAST hit,,No BLAST hit
7336,71.2297,1171,0.5286,100,1171,279,283,0.5292,No BLAST hit,,No BLAST hit
7339,78.1904,1171,0.5329,100,1171,306,305,0.5403,No BLAST hit,,No BLAST hit
7341,109.6046,1171,0.5303,99.9146,1170,437,434,0.5086,No BLAST hit,,No BLAST hit
7346,553.9184,1127,0.3753,100,1127,2383,2142,0.3647,No BLAST hit,,No BLAST hit
7348,90.0063,1112,0.5216,100,1112,334,336,0.5213,No BLAST hit,,No BLAST hit
7353,212.5394,1168,0.5445,100,1168,873,794,0.5367,No BLAST hit,,No BLAST hit
7354,84.7448,1164,0.4983,100,1164,329,329,0.5079,No BLAST hit,,No BLAST hit
